module_id,question_name,question_text,question_type,answer_a,answer_b,answer_c,answer_d,correct_answer,rationale,difficulty,topic_area
M04,M04_Q06_COPY_FORWARD_RISK,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects copy-forward risk for an RN case manager in this course?",multiple_choice,Can duplicate stale or inaccurate information,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because can duplicate stale or inaccurate information. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,copy-forward risk
M04,M04_Q07_CONFIDENTIALITY,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects confidentiality for an RN case manager in this course?",multiple_choice,Limits communication to the minimum necessary patient information,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because limits communication to the minimum necessary patient information. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,confidentiality
M04,M04_Q08_EDUCATION_DOCUMENTATION,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects education documentation for an RN case manager in this course?",multiple_choice,"Includes topic, learner response, barriers, and understanding check",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because includes topic, learner response, barriers, and understanding check. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,education documentation
M04,M04_Q09_PROVIDER_NOTIFICATION,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects provider notification for an RN case manager in this course?",multiple_choice,"Records the concern, recipient, time, response, and next step",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because records the concern, recipient, time, response, and next step. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,provider notification
M04,M04_Q10_REFERRAL_EVIDENCE,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects referral evidence for an RN case manager in this course?",multiple_choice,"Captures referral reason, destination, status, and follow-up result",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because captures referral reason, destination, status, and follow-up result. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,referral evidence
M04,M04_Q11_RECORDKEEPING_RETENTION,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects recordkeeping retention for an RN case manager in this course?",multiple_choice,Supports required retention controls for provider records,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because supports required retention controls for provider records. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,recordkeeping retention
M04,M04_Q12_MOODLE_LOGS,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects Moodle logs for an RN case manager in this course?",multiple_choice,Support activity completion and learner performance evidence,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because support activity completion and learner performance evidence. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,Moodle logs
M04,M04_Q13_CERTIFICATE_CONTROL,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects certificate control for an RN case manager in this course?",multiple_choice,Requires completion data before certificate release,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires completion data before certificate release. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,certificate control
M04,M04_Q14_PENDING_BRN_STATUS,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects pending BRN status for an RN case manager in this course?",multiple_choice,Prevents premature approval language in learner-facing records,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because prevents premature approval language in learner-facing records. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,pending BRN status
M04,M04_Q15_CONTACT_HOUR_RECORD,"M04 - Documentation, Legal Charting, and Audit-Ready Records: Which answer best reflects contact-hour record for an RN case manager in this course?",multiple_choice,Documents completion in contact hours as the primary term,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because documents completion in contact hours as the primary term. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact-hour record
M05,M05_Q01_PATIENT_AUTONOMY,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects patient autonomy for an RN case manager in this course?",multiple_choice,Requires respecting the capable patient's informed choices,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires respecting the capable patient's informed choices. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,patient autonomy
M05,M05_Q02_CONSENT_AWARE_SHARING,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects consent-aware sharing for an RN case manager in this course?",multiple_choice,Limits family updates according to patient permission and applicable policy,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because limits family updates according to patient permission and applicable policy. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,consent-aware sharing
M05,M05_Q03_ADVOCACY,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects advocacy for an RN case manager in this course?",multiple_choice,Raises barriers and safety concerns without overriding the patient unnecessarily,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because raises barriers and safety concerns without overriding the patient unnecessarily. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,advocacy
M05,M05_Q04_ETHICAL_BOUNDARIES,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects ethical boundaries for an RN case manager in this course?",multiple_choice,"Prevent coercion, favoritism, and role confusion",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because prevent coercion, favoritism, and role confusion. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,ethical boundaries
M05,M05_Q05_CONFLICT_OF_INTEREST,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects conflict of interest for an RN case manager in this course?",multiple_choice,Must be recognized when nonclinical pressures compete with patient welfare,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must be recognized when nonclinical pressures compete with patient welfare. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,conflict of interest
M05,M05_Q06_REFUSAL_OF_SERVICES,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects refusal of services for an RN case manager in this course?",multiple_choice,"Requires assessment, education, documentation, and escalation when safety is at risk",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires assessment, education, documentation, and escalation when safety is at risk. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,refusal of services
M05,M05_Q07_CULTURAL_HUMILITY,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects cultural humility for an RN case manager in this course?",multiple_choice,Asks respectful questions rather than stereotyping values or decisions,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because asks respectful questions rather than stereotyping values or decisions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,cultural humility
M05,M05_Q08_LANGUAGE_ACCESS,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects language access for an RN case manager in this course?",multiple_choice,Supports informed participation for patients with limited English proficiency,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because supports informed participation for patients with limited English proficiency. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,language access
M05,M05_Q09_PRIVACY,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects privacy for an RN case manager in this course?",multiple_choice,"Applies during phone, portal, family, and interdisciplinary communication",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because applies during phone, portal, family, and interdisciplinary communication. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,privacy
M05,M05_Q10_PROFESSIONAL_COMMUNICATION,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects professional communication for an RN case manager in this course?",multiple_choice,"Uses respectful, accurate, nonjudgmental language",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses respectful, accurate, nonjudgmental language. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,professional communication
M05,M05_Q11_ETHICAL_ESCALATION,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects ethical escalation for an RN case manager in this course?",multiple_choice,"Uses supervisory, provider, compliance, or ethics channels as appropriate",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses supervisory, provider, compliance, or ethics channels as appropriate. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,ethical escalation
M05,M05_Q12_DOCUMENTATION,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects documentation for an RN case manager in this course?",multiple_choice,"Records the patient's words, teaching, response, and next steps",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because records the patient's words, teaching, response, and next steps. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,documentation
M05,M05_Q13_COURSE_APPROVAL,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects course approval for an RN case manager in this course?",multiple_choice,Is not claimed while the package remains pending,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is not claimed while the package remains pending. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,course approval
M05,M05_Q14_CONTACT_HOUR_TERMINOLOGY,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects contact-hour terminology for an RN case manager in this course?",multiple_choice,Is used instead of college CEU wording,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is used instead of college CEU wording. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact-hour terminology
M05,M05_Q15_COMPLETION_ATTESTATION,"M05 - Patient Rights, Consent, Advocacy, and Ethical Boundaries: Which answer best reflects completion attestation for an RN case manager in this course?",multiple_choice,Confirms learner participation in ethics and reflection activities,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because confirms learner participation in ethics and reflection activities. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,completion attestation
M06,M06_Q01_TRANSITION_RISK,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects transition risk for an RN case manager in this course?",multiple_choice,"Increases when medication changes, equipment needs, symptoms, or follow-up barriers are unresolved",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because increases when medication changes, equipment needs, symptoms, or follow-up barriers are unresolved. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,transition risk
M06,M06_Q02_DISCHARGE_RECONCILIATION,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects discharge reconciliation for an RN case manager in this course?",multiple_choice,Compares discharge instructions with current patient use and available orders,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because compares discharge instructions with current patient use and available orders. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,discharge reconciliation
M06,M06_Q03_CAREGIVER_TEACHING,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects caregiver teaching for an RN case manager in this course?",multiple_choice,"Includes warning signs, who to call, and teach-back of key instructions",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because includes warning signs, who to call, and teach-back of key instructions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,caregiver teaching
M06,M06_Q04_APPOINTMENT_COORDINATION,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects appointment coordination for an RN case manager in this course?",multiple_choice,"Confirms date, transportation, records needed, and patient understanding",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because confirms date, transportation, records needed, and patient understanding. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,appointment coordination
M06,M06_Q05_EQUIPMENT_ACCESS,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects equipment access for an RN case manager in this course?",multiple_choice,Must be verified when safety or treatment depends on it,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must be verified when safety or treatment depends on it. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,equipment access
M06,M06_Q06_COMMUNITY_RESOURCES,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects community resources for an RN case manager in this course?",multiple_choice,Are selected to address barriers affecting health and care continuity,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because are selected to address barriers affecting health and care continuity. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,community resources
M06,M06_Q07_READMISSION_PREVENTION,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects readmission prevention for an RN case manager in this course?",multiple_choice,"Focuses on timely assessment, education, coordination, and escalation",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because focuses on timely assessment, education, coordination, and escalation. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,readmission prevention
M06,M06_Q08_FOLLOW_UP_TIMING,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects follow-up timing for an RN case manager in this course?",multiple_choice,Is based on acuity and transition risk,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is based on acuity and transition risk. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,follow-up timing
M06,M06_Q09_CLOSED_LOOP_REFERRAL,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects closed-loop referral for an RN case manager in this course?",multiple_choice,Continues until service connection or alternate plan is confirmed,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because continues until service connection or alternate plan is confirmed. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,closed-loop referral
M06,M06_Q10_PATIENT_GOALS,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects patient goals for an RN case manager in this course?",multiple_choice,Remain central during transition planning,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because remain central during transition planning. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,patient goals
M06,M06_Q11_DOCUMENTATION,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects documentation for an RN case manager in this course?",multiple_choice,"Records teaching, discrepancies, contacts, outcomes, and pending items",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because records teaching, discrepancies, contacts, outcomes, and pending items. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,documentation
M06,M06_Q12_URGENT_ESCALATION,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects urgent escalation for an RN case manager in this course?",multiple_choice,Is needed when a discrepancy or symptom creates immediate risk,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is needed when a discrepancy or symptom creates immediate risk. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,urgent escalation
M06,M06_Q13_MOODLE_COMPLETION,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects Moodle completion for an RN case manager in this course?",multiple_choice,"Requires page review, scenario completion, assignment, quiz, and attestation",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires page review, scenario completion, assignment, quiz, and attestation. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,Moodle completion
M06,M06_Q14_DRAFT_STATUS,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects draft status for an RN case manager in this course?",multiple_choice,Must remain visible until BRN CEP approval is issued,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because must remain visible until BRN CEP approval is issued. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,draft status
M06,M06_Q15_CONTACT_HOURS,"M06 - Transitions of Care, Discharge Planning, and Community Resources: Which answer best reflects contact hours for an RN case manager in this course?",multiple_choice,Are the only primary credit measurement used in learner materials,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because are the only primary credit measurement used in learner materials. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",advanced,contact hours
M07,M07_Q01_MEDICAL_NECESSITY_COMMUNICATION,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects medical necessity communication for an RN case manager in this course?",multiple_choice,"Uses patient-specific clinical facts, functional needs, risks, and skilled interventions",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because uses patient-specific clinical facts, functional needs, risks, and skilled interventions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,medical necessity communication
M07,M07_Q02_PAYER_SAFE_LANGUAGE,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects payer-safe language for an RN case manager in this course?",multiple_choice,"Does not promise authorization, coverage, reimbursement, or approval",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because does not promise authorization, coverage, reimbursement, or approval. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,payer-safe language
M07,M07_Q03_UTILIZATION_REVIEW,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects utilization review for an RN case manager in this course?",multiple_choice,"Evaluates the fit between patient need, service use, criteria, and documentation",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because evaluates the fit between patient need, service use, criteria, and documentation. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,utilization review
M07,M07_Q04_CLINICAL_SUMMARY,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects clinical summary for an RN case manager in this course?",multiple_choice,"Should be concise, objective, and linked to current assessment findings",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because should be concise, objective, and linked to current assessment findings. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,clinical summary
M07,M07_Q05_COVERAGE_QUESTION,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects coverage question for an RN case manager in this course?",multiple_choice,"May require referral to payer, supervisor, or compliance rather than RN speculation",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because may require referral to payer, supervisor, or compliance rather than RN speculation. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",foundational,coverage question
M07,M07_Q06_AUTHORIZATION_DELAY,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects authorization delay for an RN case manager in this course?",multiple_choice,Requires safety-focused follow-up and documentation,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because requires safety-focused follow-up and documentation. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,authorization delay
M07,M07_Q07_SKILLED_NEED,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects skilled need for an RN case manager in this course?",multiple_choice,"Is supported by nursing assessment, intervention, response, and continued risk",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is supported by nursing assessment, intervention, response, and continued risk. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,skilled need
M07,M07_Q08_OVERSTATEMENT_RISK,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects overstatement risk for an RN case manager in this course?",multiple_choice,Occurs when notes use absolute claims not supported by the record,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because occurs when notes use absolute claims not supported by the record. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,overstatement risk
M07,M07_Q09_PATIENT_COMMUNICATION,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects patient communication for an RN case manager in this course?",multiple_choice,Should be clear about process without guaranteeing payer decisions,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because should be clear about process without guaranteeing payer decisions. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,patient communication
M07,M07_Q10_PROVIDER_INPUT,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects provider input for an RN case manager in this course?",multiple_choice,Is needed when medical orders or clinical justification must be clarified,Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because is needed when medical orders or clinical justification must be clarified. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,provider input
M07,M07_Q11_DOCUMENTATION_TRAIL,"M07 - Utilization Review, Medical Necessity, and Payer-Safe Communication: Which answer best reflects documentation trail for an RN case manager in this course?",multiple_choice,"Captures request, information sent, recipient, time, and next step",Treat the issue as an administrative task only and avoid connecting it to patient-care risk.,"Promise the patient, payer, or family that the requested outcome will be approved.",Delay documentation until all uncertainties are resolved and no follow-up remains.,A,"Answer A is correct because captures request, information sent, recipient, time, and next step. The other options either remove the RN case management link to patient care, promise an outcome outside the RN role, or create unsafe documentation practice.",applied,documentation trail
