question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
BRN-M06-Q08,BRN,M06,"M06 - Transitions of Care, Discharge Planning, Community Resources (3 contact hours)",Identify discharge-plan elements.,ms,Which elements belong in a safe discharge plan? (Select all that apply.),Clear instructions the patient understands,Medication reconciliation,No follow-up arrangements,Connection to needed resources/support,,A; B; D,"Clear instructions, reconciliation, and resource connections belong; lack of follow-up does not.",medium,BRN CM Module M06 - Transitions and Discharge Planning,SME review recommended,BRN/M06
BRN-M06-Q09,BRN,M06,"M06 - Transitions of Care, Discharge Planning, Community Resources (3 contact hours)",Engage caregivers in transitions.,mcq,Involving family/caregivers in discharge planning is helpful because they:,Should be excluded,Often support follow-through and can identify barriers at home,Make care less safe,Replace the care team,,B,Caregivers support follow-through and identify home barriers.,easy,BRN CM Module M06 - Transitions and Discharge Planning,SME review recommended,BRN/M06
BRN-M06-Q10,BRN,M06,"M06 - Transitions of Care, Discharge Planning, Community Resources (3 contact hours)",Communicate transitions effectively.,mcq,Communicating the transition plan to the receiving provider/setting should be:,Optional,"Timely, accurate, and complete to ensure continuity",Vague,Avoided,,B,"Timely, accurate, complete communication to the receiving setting ensures continuity.",easy,BRN CM Module M06 - Transitions and Discharge Planning,SME review recommended,BRN/M06
BRN-M06-Q11,BRN,M06,"M06 - Transitions of Care, Discharge Planning, Community Resources (3 contact hours)",Apply post-discharge follow-up.,tf,"Follow-up after discharge (e.g., confirming appointments or check-in) can reduce gaps and readmissions.",TRUE,FALSE,,,,TRUE,Post-discharge follow-up reduces gaps and readmissions.,easy,BRN CM Module M06 - Transitions and Discharge Planning,SME review recommended,BRN/M06
BRN-M06-Q12,BRN,M06,"M06 - Transitions of Care, Discharge Planning, Community Resources (3 contact hours)",State the module aim.,mcq,The overall aim of this module is to:,Teach prescribing,"Strengthen safe transitions, discharge planning, and community-resource linkage",Increase readmissions,Replace the discharge team,,B,"The aim is safe transitions, discharge planning, and resource linkage.",easy,BRN CM Module M06 - Transitions and Discharge Planning,SME review recommended,BRN/M06
BRN-M07-Q01,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Define utilization review.,mcq,Utilization review (UR) in case management primarily evaluates:,Staff schedules,"Whether services are appropriate, necessary, and delivered at the right level of care",Marketing performance,Facility decor,,B,"UR evaluates appropriateness, medical necessity, and level of care.",medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q02,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Define medical necessity.,mcq,'Medical necessity' generally refers to services that are:,Requested by the patient regardless of need,Appropriate and required for the patient's condition based on accepted standards,The most expensive option,Optional conveniences,,B,"Medical necessity reflects appropriate, required care per accepted standards. Confirm payer/legal definitions with SME.",medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME/legal review required before submission,BRN/M07
BRN-M07-Q03,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Apply payer-safe communication.,mcq,'Payer-safe' communication means the case manager:,Exaggerates the patient's condition to obtain authorization,"Communicates accurately and truthfully, supported by documentation",Withholds relevant information,Guarantees coverage outcomes,,B,"Payer-safe communication is accurate, truthful, and documentation-supported; never exaggerated or fraudulent.",medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q04,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Recognize fraud risks in UR.,tf,Misrepresenting a patient's condition to obtain authorization is unethical and can constitute fraud.,TRUE,FALSE,,,,TRUE,Misrepresentation for authorization is unethical and may be fraud.,medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME/legal review required before submission,BRN/M07
BRN-M07-Q05,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Document medical necessity accurately.,mcq,Documentation supporting medical necessity should:,Be vague,"Clearly reflect the clinical picture, services, and rationale",Be inflated,Be omitted,,B,Documentation should accurately support the clinical picture and rationale for services.,medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q06,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Respond to coverage denials appropriately.,mcq,"When a service is denied by a payer, an appropriate case-manager action is to:",Tell the patient nothing,"Understand the reason, support appeal/alternative options as appropriate, and keep the patient informed",Falsify records to overturn it,Abandon the patient,,B,Case managers address denials through legitimate appeals/alternatives and patient communication.,hard,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q07,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Maintain integrity under pressure.,scenario,Scenario: A supervisor pressures the case manager to document a higher level of need than is clinically accurate to secure payment. The case manager should:,Comply to keep peace,"Refuse to misrepresent, document accurately, and escalate the concern through appropriate channels",Quietly alter the chart,Ask the patient to lie,,B,"The nurse must document accurately, refuse misrepresentation, and escalate; this protects patients and integrity.",hard,BRN CM Module M07 - Utilization Review and Payer Communication,SME/legal review required before submission,BRN/M07
BRN-M07-Q08,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Identify ethical UR practices.,ms,Which practices support ethical utilization management? (Select all that apply.),Accurate documentation,Truthful payer communication,Inflating severity for payment,Balancing patient advocacy with appropriate resource use,,A; B; D,"Accuracy, truthfulness, and balanced advocacy are ethical; inflating severity is not.",medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q09,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Balance advocacy and stewardship.,mcq,Balancing advocacy and stewardship means the case manager:,Always chooses the cheapest option,Advocates for needed care while using resources responsibly,Ignores cost entirely,Ignores patient needs,,B,Case managers advocate for appropriate care while stewarding resources responsibly.,medium,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q10,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Apply benefits knowledge in planning.,mcq,Knowing the patient's coverage and benefits helps the case manager to:,Deny care,"Plan realistic, appropriate care and reduce surprises for the patient",Avoid documentation,Replace clinical judgment,,B,"Understanding benefits supports realistic, appropriate planning.",easy,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q11,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",Communicate coverage issues to patients.,tf,"The patient should be kept informed about coverage issues affecting their care in an honest, understandable way.",TRUE,FALSE,,,,TRUE,"Honest, understandable communication keeps patients informed about coverage issues.",easy,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M07-Q12,BRN,M07,"M07 - Utilization Review, Medical Necessity, Payer-Safe Communication (3 contact hours)",State the module aim.,mcq,The overall aim of this module is to:,Teach prescribing,"Strengthen utilization review, medical-necessity documentation, and payer-safe communication",Encourage upcoding,Replace the payer,,B,"The aim is sound UR, medical-necessity documentation, and payer-safe communication.",easy,BRN CM Module M07 - Utilization Review and Payer Communication,SME review recommended,BRN/M07
BRN-M08-Q01,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Define QA/QI purpose.,mcq,The purpose of quality assurance/quality improvement in case management is to:,Assign blame,Systematically monitor and improve care processes and outcomes,Increase paperwork only,Hide problems,,B,QA/QI systematically monitors and improves processes and outcomes.,easy,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q02,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Define risk management.,mcq,Risk management primarily focuses on:,Ignoring hazards,"Identifying, evaluating, and reducing risks to patients, staff, and the organization",Increasing risk,Marketing,,B,"Risk management identifies and reduces risks to patients, staff, and the organization.",easy,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q03,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Describe incident-report purpose and content.,mcq,An incident report should be:,A way to assign blame,"An objective, factual, timely record of an event used to improve safety",Optional,Filled with opinions,,B,"Incident reports are objective, factual, timely, and used to improve safety, not to assign blame.",medium,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q04,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Recognize the value of near-miss reporting.,tf,"Near-misses, not just actual harm events, are valuable to report because they reveal system weaknesses.",TRUE,FALSE,,,,TRUE,Near-miss reporting reveals weaknesses before harm occurs.,medium,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q05,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Define and apply escalation.,mcq,Escalation in case management means:,Hiding a problem,Promptly raising a concern to the appropriate level/person when it exceeds one's authority or requires urgent attention,Waiting indefinitely,Solving everything alone,,B,Escalation routes concerns promptly to the right level when needed.,medium,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q06,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Describe a just-culture approach.,mcq,A 'just culture' approach to safety emphasizes:,Punishing all errors harshly,Learning from errors and addressing system factors while maintaining accountability,Ignoring errors,Hiding events,,B,Just culture balances accountability with learning and system improvement.,medium,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q07,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Apply QI to a recurring risk.,scenario,Scenario: A case manager identifies a recurring process gap that has led to several near-misses in handoffs. The best action is to:,Ignore it since no one was harmed,"Report it through QA/risk channels, document the pattern, and propose/participate in a process improvement",Blame an individual colleague,Conceal it,,B,Reporting patterns and improving the process prevents future harm.,hard,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q08,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Identify safety/quality program elements.,ms,Which support a strong safety/quality program? (Select all that apply.),Timely incident and near-miss reporting,"Objective, factual documentation",Punitive blame for all errors,Process improvement based on data,,A; B; D,"Reporting, objective documentation, and data-driven improvement help; pure blame undermines reporting.",medium,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q09,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Apply urgent escalation.,mcq,"When a patient-safety concern is urgent and exceeds the case manager's authority, the nurse should:",Wait for the next meeting,Escalate immediately to the appropriate person/level per policy,Do nothing,Document only and move on,,B,Urgent concerns require immediate escalation per policy.,medium,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q10,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Use data for improvement.,mcq,Tracking and trending data on incidents helps the organization to:,Hide issues,Identify patterns and target improvements,Increase errors,Avoid accountability,,B,Trending data reveals patterns and guides targeted improvement.,easy,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q11,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",Apply professional accountability in reporting.,tf,Reporting a safety concern in good faith is part of professional accountability.,TRUE,FALSE,,,,TRUE,Good-faith reporting is part of professional accountability and safety culture.,easy,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M08-Q12,BRN,M08,"M08 - Quality Assurance, Risk Management, Incident Reporting, Escalation (3 contact hours)",State the module aim.,mcq,The overall aim of this module is to:,Teach prescribing,"Strengthen quality assurance, risk management, incident reporting, and escalation",Discourage reporting,Replace leadership,,B,"The aim is QA, risk management, incident reporting, and escalation.",easy,"BRN CM Module M08 - Quality, Risk, and Incident Reporting",SME review recommended,BRN/M08
BRN-M09-Q01,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Describe chronic disease management.,mcq,Chronic disease management in case management emphasizes:,One-time treatment only,"Ongoing support, self-management education, monitoring, and coordination over time",Avoiding the patient,Ignoring comorbidities,,B,"Chronic disease management is longitudinal: support, education, monitoring, and coordination.",medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q02,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Apply high-risk patient strategies.,mcq,High-risk patients often benefit from:,Less attention,"Closer monitoring, proactive coordination, and individualized planning",No care plan,Standardized generic care,,B,"High-risk patients benefit from closer monitoring and individualized, proactive coordination.",medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q03,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Identify geriatric care considerations.,mcq,Geriatric patients may require special attention to:,No special factors,"Polypharmacy, fall risk, cognitive changes, and functional status",Only their age,Marketing preferences,,B,"Geriatric care attends to polypharmacy, falls, cognition, and function.",medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q04,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Recognize polypharmacy risk.,tf,"Polypharmacy can increase the risk of adverse drug events, especially in older adults.",TRUE,FALSE,,,,TRUE,"Polypharmacy raises adverse-event risk, particularly in older adults. Confirm clinical specifics with SME.",medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q05,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Apply self-management education.,mcq,Patient self-management education for chronic disease aims to:,Make the patient dependent,"Build the patient's knowledge, skills, and confidence to manage their condition",Replace all professional care,Avoid the patient's involvement,,B,"Self-management education builds patient knowledge, skills, and confidence.",easy,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q06,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Apply early-warning recognition.,mcq,Recognizing early warning signs of decompensation in a chronic condition allows the case manager to:,Wait for a crisis,Intervene or escalate early to prevent deterioration or hospitalization,Ignore changes,Stop monitoring,,B,Early recognition supports timely intervention/escalation to prevent deterioration.,medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q07,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Respond to signs of chronic-condition decompensation.,scenario,Scenario: A home-health patient with heart failure reports rapid weight gain and increased shortness of breath. The case manager should:,Wait until the next routine visit,"Recognize possible decompensation, follow protocol, notify the appropriate provider promptly, and document",Tell the patient it is normal,Discontinue services,,B,These are possible decompensation signs warranting prompt provider notification per protocol. (Clinical thresholds require SME confirmation.),hard,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME/legal review required before submission,BRN/M09
BRN-M09-Q08,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Identify chronic/high-risk strategies.,ms,Which support high-risk/chronic care management? (Select all that apply.),Individualized care planning,Patient self-management education,Ignoring comorbidities,Proactive monitoring and coordination,,A; B; D,"Individualized planning, education, and proactive monitoring help; ignoring comorbidities does not.",medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q09,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Integrate social determinants in high-risk care.,mcq,Addressing social determinants for high-risk patients can:,Worsen outcomes,Reduce barriers and improve the likelihood of successful self-management,Be ignored safely,Replace clinical care,,B,Addressing social determinants reduces barriers and supports outcomes.,easy,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q10,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)","Coordinate complex, multi-specialist care.",mcq,Coordinating multiple specialists for a complex patient helps to:,Fragment care,"Align treatment, reduce conflicting plans, and improve safety",Increase duplication,Confuse the patient,,B,Coordination aligns specialists and reduces conflicting plans.,medium,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q11,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",Apply individualized goals and reassessment.,tf,Individualized goals and regular reassessment are important in managing chronic and high-risk patients.,TRUE,FALSE,,,,TRUE,Individualized goals and reassessment are key in chronic/high-risk management.,easy,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M09-Q12,BRN,M09,"M09 - Chronic Disease, Geriatric, and High-Risk Patient Management (3 contact hours)",State the module aim.,mcq,The overall aim of this module is to:,Teach prescribing,"Strengthen management of chronic disease, geriatric, and high-risk patients",Reduce monitoring,Replace specialists,,B,"The aim is chronic, geriatric, and high-risk patient management.",easy,BRN CM Module M09 - Chronic Disease and High-Risk Care,SME review recommended,BRN/M09
BRN-M10-Q01,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Describe integrated case management.,mcq,An integrated case-management approach means the case manager:,Treats each issue in isolation,"Synthesizes assessment, planning, coordination, documentation, and advocacy into a cohesive process",Focuses only on billing,Avoids the team,,B,"Integrated case management synthesizes all core functions into a cohesive, patient-centered process.",medium,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q02,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Sequence the case-management process.,mcq,Applying the full case-management process to a complex patient begins with:,Discharge,Comprehensive assessment that informs an individualized plan,Billing,Marketing,,B,The process begins with comprehensive assessment to inform an individualized plan.,easy,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q03,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Maintain patient partnership across the process.,mcq,"Across the case-management process, the patient's role should be:",Excluded,"An active, informed partner throughout",Limited to signing forms,Replaced by family only,,B,"The patient is an active, informed partner throughout the process.",easy,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q04,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Apply evaluation and revision.,tf,Evaluating outcomes and revising the plan are ongoing parts of the case-management process.,TRUE,FALSE,,,,TRUE,Outcome evaluation and plan revision are continuous in case management.,easy,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q05,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Apply integrated prioritization.,mcq,"When multiple priorities compete for a complex patient, the case manager should:",Address them randomly,"Prioritize based on safety, acuity, and patient goals while coordinating the team",Ignore safety,Focus only on cost,,B,"Prioritization integrates safety, acuity, and patient goals with team coordination.",medium,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q06,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Integrate ethics/legal throughout.,mcq,Ethical and legal considerations in an integrated case should be:,Ignored,"Woven throughout assessment, planning, communication, and documentation",Considered only at discharge,Left to others,,B,Ethics and legal considerations are integral throughout the process.,medium,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q07,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Apply integrated case management to a complex case.,scenario,"Scenario: A complex home-health patient has a new chronic diagnosis, limited support, coverage questions, and a safety concern at home. An integrated response is to:",Handle only the coverage issue,"Reassess holistically, update the plan, coordinate the team and resources, communicate in a payer-safe manner, address safety, and document thoroughly",Discharge to simplify,Focus only on documentation,,B,"Integrated management addresses clinical, social, coverage, safety, and documentation needs together.",hard,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q08,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Identify integrated process components.,ms,Which are integrated across a complete case-management episode? (Select all that apply.),Assessment and planning,Coordination and advocacy,Falsified documentation,Evaluation and revision,,A; B; D,"Assessment, planning, coordination, advocacy, evaluation, and revision integrate; falsification never belongs.",medium,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q09,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Demonstrate integrated competency.,mcq,Demonstrating competency in this program is shown by:,Memorizing terms only,"Applying the integrated process safely, ethically, and within scope to realistic scenarios",Avoiding scenarios,Ignoring documentation,,B,"Competency is shown by safe, ethical, in-scope application to realistic scenarios.",medium,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q10,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Apply reflective practice.,mcq,Reflective practice at the end of a case helps the case manager to:,Repeat mistakes,"Identify what worked, what to improve, and how to strengthen future practice",Avoid learning,Blame the patient,,B,Reflection supports continuous improvement of practice.,easy,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q11,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),Clarify the program's non-certification posture.,tf,This 30-contact-hour program prepares RNs to apply integrated case-management skills; it does not certify a specialty or expand scope of practice.,TRUE,FALSE,,,,TRUE,The program builds skills via continuing education; it makes no certification or scope-expansion claim.,easy,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-M10-Q12,BRN,M10,M10 - Integrated Case Management Capstone (3 contact hours),State the capstone aim.,mcq,The capstone module's overall aim is to:,Introduce new unrelated content,Integrate and apply the full case-management process across realistic scenarios,Replace prior modules,Focus only on theory,,B,The capstone integrates and applies the full process.,easy,BRN CM Module M10 - Integrated Capstone,SME review recommended,BRN/M10
BRN-CAPSTONE_FINAL-Q01,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Foundations - purpose.,mcq,The core purpose of RN case management is to:,Replace the physician,"Coordinate and advocate for safe, patient-centered care across settings",Cut costs regardless of quality,Eliminate documentation,,B,Case management coordinates and advocates for patient-centered care.,easy,BRN CM Module M01,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q02,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Foundations - scope.,mcq,Acting within RN scope of practice means:,Doing any requested task,Practicing within legal/professional boundaries for RNs,Practicing medicine independently,Ignoring standards,,B,Scope defines legal/professional boundaries.,medium,BRN CM Module M01,SME/legal review required before submission,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q03,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Foundations - terminology.,mcq,This continuing education is measured in:,CEUs,Contact hours,Academic credits,Clinical rotations,,B,"BRN CE is measured in contact hours, not CEUs.",easy,BRN CM Module M01,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q04,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Assessment - domains.,mcq,A comprehensive assessment includes:,Only diagnosis,"Physical, functional, psychosocial, and environmental factors",Only insurance,Only age,,B,Holistic assessment spans multiple domains.,medium,BRN CM Module M02,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q05,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Planning - goals.,mcq,A patient-centered care plan goal should be:,Vague,"Specific, measurable, and aligned with the patient's priorities",Decided without the patient,Facility-focused only,,B,"SMART, patient-aligned goals support individualized care.",medium,BRN CM Module M02,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q06,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Planning - involvement.,tf,The patient should be involved in developing their care plan.,TRUE,FALSE,,,,TRUE,Patient involvement is central to patient-centered planning.,easy,BRN CM Module M02,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q07,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Coordination - purpose.,mcq,Care coordination aims to make care:,Fragmented,"Safe, continuous, and non-duplicative across the team and settings",Siloed,Less communicated,,B,"Coordination aligns the team for continuous, non-duplicative care.",easy,BRN CM Module M03,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q08,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Coordination - handoffs.,mcq,Structured handoffs primarily help to:,Lose information,Transfer accurate information and reduce errors,Slow care,Avoid documentation,,B,Structured handoffs reduce errors at transitions.,medium,BRN CM Module M03,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q09,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Documentation - standards.,mcq,Legally sound documentation is:,Vague and delayed,"Accurate, objective, timely, complete, and legible",Opinion-based,Altered without notation,,B,"Sound documentation is accurate, objective, timely, complete, legible.",easy,BRN CM Module M04,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q10,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Documentation - integrity.,tf,Care that was not provided should never be charted as if it were done.,TRUE,FALSE,,,,TRUE,Documentation integrity prohibits charting care not provided.,easy,BRN CM Module M04,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q11,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Ethics - consent.,mcq,Informed consent requires:,A signature without understanding,Understandable disclosure of risks/benefits/alternatives and voluntary agreement,Only benefits disclosed,Coercion,,B,Informed consent requires disclosure and voluntary agreement.,medium,BRN CM Module M05,SME/legal review required before submission,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q12,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Ethics - autonomy.,mcq,Respecting autonomy means:,Deciding for the patient,Honoring the patient's right to make informed decisions,Withholding information,Overriding refusals,,B,Autonomy honors informed patient decisions.,easy,BRN CM Module M05,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q13,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Ethics - principles.,ms,Which are core ethical principles? (Select all that apply.),Autonomy,Beneficence/non-maleficence,Deception,Justice,,A; B; D,"Autonomy, beneficence/non-maleficence, and justice are principles; deception is not.",medium,BRN CM Module M05,SME review recommended,BRN/CAPSTONE_FINAL
BRN-CAPSTONE_FINAL-Q14,BRN,CAPSTONE_FINAL,CAPSTONE_FINAL - Comprehensive Capstone Final Assessment,Transitions - elements.,mcq,A safe transition of care requires:,Speed only,"Accurate information transfer, a clear plan, and confirmed follow-up",Less patient involvement,No documentation,,B,"Safe transitions require information transfer, a plan, and follow-up.",medium,BRN CM Module M06,SME review recommended,BRN/CAPSTONE_FINAL
