Project,Module ID,Module Title,Lesson ID,Lesson Title,Card ID,Card Type,Title,app.location,Narration,Transcript,Estimated Seconds,Estimated Word Count,Target Duration Status,Voice Notes,Source Reference,SME Review Flag,Compliance Review Flag,Status
"CNA Recertification Theory","m5","Nutrition, Skin Integrity, and Vital Signs","m5.l3","Skin Integrity and Pressure Injury Prevention","m5.l3.c01","narration","Skin Integrity and Pressure Injury Prevention","modules.m5.l3.c01","A pressure injury is damage to the skin and underlying tissue caused by prolonged pressure over a bony prominence. The most common site is the sacrum - the tailbone. Risk factors include immobility, incontinence, poor nutrition, dehydration, advanced age, and friction from improper repositioning. To prevent pressure injuries: reposition at least every two hours. Keep skin clean and dry. Change soiled linens and briefs promptly. Use pressure-relieving devices as ordered. Inspect skin during every care episode. Lift - do not drag - during repositioning. Report any redness, warmth, or skin breakdown immediately to the licensed nurse.","A pressure injury is damage to the skin and underlying tissue caused by prolonged pressure over a bony prominence. The most common site is the sacrum - the tailbone. Risk factors include immobility, incontinence, poor nutrition, dehydration, advanced age, and friction from improper repositioning. To prevent pressure injuries: reposition at least every two hours. Keep skin clean and dry. Change soiled linens and briefs promptly. Use pressure-relieving devices as ordered. Inspect skin during every care episode. Lift - do not drag - during repositioning. Report any redness, warmth, or skin breakdown immediately to the licensed nurse.",55,97,"Within target","Sacrum = SAY-krum. Bony prominence = BOH-nee PROM-ih-nense.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-5-003","Module 5 skin integrity/pressure injury SME/source-review required.","TTS planning only; no audio production without authorization.","Draft - SME blocked"
"CNA Recertification Theory","m5","Nutrition, Skin Integrity, and Vital Signs","m5.l4","Vital Signs","m5.l4.c01","narration","Vital Signs","modules.m5.l4.c01","The six vital signs you will monitor are temperature, pulse, respirations, blood pressure, oxygen saturation, and pain. Normal ranges are: temperature 97 to 99 degrees Fahrenheit for oral measurement; pulse 60 to 100 beats per minute; respirations 12 to 20 breaths per minute; blood pressure systolic 90 to 120, diastolic 60 to 80; oxygen saturation 95 to 100 percent; and pain rated 0 to 10. Report any reading significantly outside these ranges or different from the resident's baseline immediately. An oxygen saturation below 90 percent is a medical emergency - report it right away.","The six vital signs you will monitor are temperature, pulse, respirations, blood pressure, oxygen saturation, and pain. Normal ranges are: temperature 97 to 99 degrees Fahrenheit for oral measurement; pulse 60 to 100 beats per minute; respirations 12 to 20 breaths per minute; blood pressure systolic 90 to 120, diastolic 60 to 80; oxygen saturation 95 to 100 percent; and pain rated 0 to 10. Report any reading significantly outside these ranges or different from the resident's baseline immediately. An oxygen saturation below 90 percent is a medical emergency - report it right away.",60,104,"Within target","Systolic = sis-TOL-ick. Diastolic = dy-uh-STOL-ick. SpO2 = S-P-O-two.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-5-004","None identified","TTS planning only; no audio production without authorization.","Draft"
"CNA Recertification Theory","m5","Nutrition, Skin Integrity, and Vital Signs","m5.l5","Monitoring, Documentation, and Reporting","m5.l5.c01","narration","Monitoring, Documentation, and Reporting","modules.m5.l5.c01","When intake and output monitoring is ordered, measure and record all fluids taken in and all fluids leaving the body. Use a graduated container for urine output - do not estimate. Common conversions: one cup equals 240 milliliters; one carton of milk equals 240 milliliters. For weight monitoring, weigh the resident at the same time of day on the same scale in similar clothing. Report any weight loss of 5 percent or more in 30 days, or any sudden weight gain. Both can indicate a significant change in the resident's condition.","When intake and output monitoring is ordered, measure and record all fluids taken in and all fluids leaving the body. Use a graduated container for urine output - do not estimate. Common conversions: one cup equals 240 milliliters; one carton of milk equals 240 milliliters. For weight monitoring, weigh the resident at the same time of day on the same scale in similar clothing. Report any weight loss of 5 percent or more in 30 days, or any sudden weight gain. Both can indicate a significant change in the resident's condition.",45,87,"Within target","Milliliters = MIL-ih-lee-terz.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-5-005","None identified","TTS planning only; no audio production without authorization.","Draft"
"CNA Recertification Theory","m6","Documentation, Change of Condition, and Scope of Practice","m6.l1","Objective vs. Subjective Observations","m6.l1.c01","narration","Objective vs. Subjective Observations","modules.m6.l1.c01","As a CNA, you are the most important observer on the healthcare team because you spend the most time with residents. Observations fall into two categories. Objective observations are what you can see, measure, hear, feel, or smell - for example, a bruise 3 centimeters in diameter on the left forearm, or a blood pressure of 150 over 95. Subjective observations are what the resident tells you - for example, 'I feel dizzy' or 'My stomach hurts.' Document and report both. Always use the resident's exact words in quotation marks for subjective observations.","As a CNA, you are the most important observer on the healthcare team because you spend the most time with residents. Observations fall into two categories. Objective observations are what you can see, measure, hear, feel, or smell - for example, a bruise 3 centimeters in diameter on the left forearm, or a blood pressure of 150 over 95. Subjective observations are what the resident tells you - for example, 'I feel dizzy' or 'My stomach hurts.' Document and report both. Always use the resident's exact words in quotation marks for subjective observations.",45,96,"Review timing","No special pronunciations required.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-6-001","None identified","Uses fictional/de-identified examples only.","Draft"
"CNA Recertification Theory","m6","Documentation, Change of Condition, and Scope of Practice","m6.l2","Documentation Standards","m6.l2.c01","narration","Documentation Standards","modules.m6.l2.c01","Your documentation is a legal record. Follow these rules every time. Document promptly - as soon as possible after the event. Be objective - write what happened, not what you think happened. Be specific - instead of 'ate well,' write 'consumed 75 percent of lunch.' Use the resident's exact words in quotation marks. Use only approved abbreviations. Never use white-out or erase - draw a single line through errors, write the word error, initial, and date. Sign every entry with your name, CNA title, date, and time. Never chart in advance. Never chart for someone else. If it is not documented, legally it did not happen.","Your documentation is a legal record. Follow these rules every time. Document promptly - as soon as possible after the event. Be objective - write what happened, not what you think happened. Be specific - instead of 'ate well,' write 'consumed 75 percent of lunch.' Use the resident's exact words in quotation marks. Use only approved abbreviations. Never use white-out or erase - draw a single line through errors, write the word error, initial, and date. Sign every entry with your name, CNA title, date, and time. Never chart in advance. Never chart for someone else. If it is not documented, legally it did not happen.",55,108,"Within target","No special pronunciations required.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-6-002","None identified","Uses fictional/de-identified examples only.","Draft"
"CNA Recertification Theory","m6","Documentation, Change of Condition, and Scope of Practice","m6.l3","Change of Condition Reporting","m6.l3.c01","narration","Change of Condition Reporting","modules.m6.l3.c01","A change of condition is any significant difference in a resident's status from their normal baseline. Report immediately to the licensed nurse if you observe new confusion, vital sign changes, new or worsening pain, skin changes, falls, breathing difficulty, changes in intake or output, decreased mobility, or emotional changes. Use the SBAR framework: Situation - who you are calling about and why. Background - the resident's relevant history. Assessment - what you observed. Recommendation - what you believe is needed. Be specific. Use numbers and measurements. Include the time you noticed the change. When in doubt - report.","A change of condition is any significant difference in a resident's status from their normal baseline. Report immediately to the licensed nurse if you observe new confusion, vital sign changes, new or worsening pain, skin changes, falls, breathing difficulty, changes in intake or output, decreased mobility, or emotional changes. Use the SBAR framework: Situation - who you are calling about and why. Background - the resident's relevant history. Assessment - what you observed. Recommendation - what you believe is needed. Be specific. Use numbers and measurements. Include the time you noticed the change. When in doubt - report.",55,98,"Within target","SBAR = S-BAR.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-6-003","None identified","TTS planning only; no audio production without authorization.","Draft"
"CNA Recertification Theory","m6","Documentation, Change of Condition, and Scope of Practice","m6.l4","CNA Scope of Practice","m6.l4.c01","narration","CNA Scope of Practice","modules.m6.l4.c01","Your scope of practice defines what you are legally allowed to do as a CNA. CNAs can assist with activities of daily living, measure vital signs, perform range of motion exercises, assist with transfers and ambulation, observe and document, and provide comfort measures. CNAs cannot administer medications - including over-the-counter products - perform sterile procedures, diagnose conditions, give medical advice, take physician orders, or modify the care plan. If someone asks you to perform a task outside your scope, decline clearly, explain your scope, and report the request to the charge nurse. When in doubt, ask the licensed nurse before acting.","Your scope of practice defines what you are legally allowed to do as a CNA. CNAs can assist with activities of daily living, measure vital signs, perform range of motion exercises, assist with transfers and ambulation, observe and document, and provide comfort measures. CNAs cannot administer medications - including over-the-counter products - perform sterile procedures, diagnose conditions, give medical advice, take physician orders, or modify the care plan. If someone asks you to perform a task outside your scope, decline clearly, explain your scope, and report the request to the charge nurse. When in doubt, ask the licensed nurse before acting.",50,101,"Within target","No special pronunciations required.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-6-004","None identified","TTS planning only; no audio production without authorization.","Draft"
"CNA Recertification Theory","m6","Documentation, Change of Condition, and Scope of Practice","m6.l5","Professionalism, Ethics, and Delegation","m6.l5.c01","narration","Professionalism, Ethics, and Delegation","modules.m6.l5.c01","Professionalism as a CNA means being reliable, maintaining your appearance, keeping a positive and respectful attitude, maintaining confidentiality - including on social media - owning your mistakes, working as a team, and continuing to learn. Delegation flows from the licensed nurse to you - not from CNA to CNA. When you receive a delegated task, understand the instructions, perform the task as directed, and report back when done. Never accept a task you are not trained to perform - it is your right and responsibility to say no. Your professional behavior protects your residents and your certification.","Professionalism as a CNA means being reliable, maintaining your appearance, keeping a positive and respectful attitude, maintaining confidentiality - including on social media - owning your mistakes, working as a team, and continuing to learn. Delegation flows from the licensed nurse to you - not from CNA to CNA. When you receive a delegated task, understand the instructions, perform the task as directed, and report back when done. Never accept a task you are not trained to perform - it is your right and responsibility to say no. Your professional behavior protects your residents and your certification.",50,91,"Within target","No special pronunciations required.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-6-005","None identified","TTS planning only; no audio production without authorization.","Draft"
"CNA Recertification Theory","m7","Review, Final Exam, and Affidavit/Certificate","m7.l1","Combined Review and Final Exam Introduction","m7.l1.c01","narration","Combined Review and Final Exam Introduction","final.assessment.splash","You have completed all six content modules. This final module includes a brief review of key concepts, your cumulative final exam, and the required affidavit of completion. The final exam contains 25 questions drawn from a pool of 50. You need to answer 20 questions correctly - that is 80 percent - to pass. You have two attempts and 30 minutes per attempt. After passing the exam, you will complete a brief affidavit attesting that you personally completed all course activities. Your certificate will be released once all required gates are satisfied.","You have completed all six content modules. This final module includes a brief review of key concepts, your cumulative final exam, and the required affidavit of completion. The final exam contains 25 questions drawn from a pool of 50. You need to answer 20 questions correctly - that is 80 percent - to pass. You have two attempts and 30 minutes per attempt. After passing the exam, you will complete a brief affidavit attesting that you personally completed all course activities. Your certificate will be released once all required gates are satisfied.",40,89,"Review timing","Affidavit = af-ih-DAY-vit.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-7-001","Preserve final exam Q01/Q02/Q03/Q41 and Q21/Q38 flags where present.","Do not finalize affidavit or certificate wording; certificate production disabled.","Draft"
"CNA Recertification Theory","m7","Review, Final Exam, and Affidavit/Certificate","m7.l2","Certificate and Next Steps","m7.l2.c01","narration","Certificate and Next Steps","certificate.gate.status","Your certificate of completion will reflect 12 hours of online continuing education theory. It will not include clinical hours or optional support activities. Keep a copy of your certificate and submit it as required by your employer or the California Department of Public Health as part of your CNA renewal application. This course is partial credit only - verify your full renewal requirements with CDPH or your employer. Thank you for completing this course. The care and dedication you bring to your residents makes a real difference.","Your certificate of completion will reflect 12 hours of online continuing education theory. It will not include clinical hours or optional support activities. Keep a copy of your certificate and submit it as required by your employer or the California Department of Public Health as part of your CNA renewal application. This course is partial credit only - verify your full renewal requirements with CDPH or your employer. Thank you for completing this course. The care and dedication you bring to your residents makes a real difference.",40,83,"Review timing","CDPH = spell out C-D-P-H.","34_TTS_NARRATION_PACKAGE_COMPLETE.md#TTS-7-002","None identified","Certificate production disabled; do not fabricate approval/provider metadata or certificate wording.","Draft"
