question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
RCFE-RCFE-CETP-004-Q12,RCFE,RCFE-CETP-004,"RCFE-CETP-004 - Resident Rights, Dignity, Councils, Abuse Prevention (2h)",Apply visitation/communication rights.,tf,"Residents generally have the right to receive visitors and communicate privately, subject to reasonable safety policies.",TRUE,FALSE,,,,TRUE,"Visitation and private communication are rights, balanced with reasonable safety. Confirm current policy with SME/legal.",medium,RCFE-CETP-004 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-004
RCFE-RCFE-CETP-004-Q13,RCFE,RCFE-CETP-004,"RCFE-CETP-004 - Resident Rights, Dignity, Councils, Abuse Prevention (2h)",Describe the Ombudsman role.,mcq,The role of the Long-Term Care Ombudsman generally includes:,Operating the facility,Advocating for residents and helping resolve concerns/complaints,Hiring staff,Setting facility fees,,B,The Ombudsman advocates for residents and assists with complaint resolution. Confirm role specifics with SME.,medium,RCFE-CETP-004 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-004
RCFE-RCFE-CETP-004-Q14,RCFE,RCFE-CETP-004,"RCFE-CETP-004 - Resident Rights, Dignity, Councils, Abuse Prevention (2h)",Preserve dignity in activities.,mcq,Protecting dignity during group activities includes:,Forcing participation,Offering choices and respecting a resident's decision to participate or not,Excluding shy residents,Mocking residents who decline,,B,Choice and respect for participation decisions preserve dignity.,easy,RCFE-CETP-004 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-004
RCFE-RCFE-CETP-004-Q15,RCFE,RCFE-CETP-004,"RCFE-CETP-004 - Resident Rights, Dignity, Councils, Abuse Prevention (2h)",State the course purpose.,mcq,The overall purpose of this course is to:,Certify medication aides,"Reinforce resident rights, dignity, council participation, and abuse prevention",Replace licensing,Provide clinical nursing training,,B,"The purpose is reinforcing rights, dignity, councils, and abuse prevention.",easy,RCFE-CETP-004 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-004
RCFE-RCFE-CETP-005-Q01,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Define assistance with self-administration.,mcq,"In an RCFE, 'assistance with self-administration' of medication generally means staff may:",Make clinical dosing decisions,"Help a resident take their own medication (e.g., reminders, opening containers) within regulatory limits",Prescribe medications,Diagnose conditions,,B,RCFE staff assist with self-administration within regulatory limits; they do not prescribe or make clinical decisions. Confirm exact scope with SME/legal.,medium,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q02,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Apply medication storage standards.,mcq,Centrally stored medications in an RCFE should be:,Left accessible to all residents,"Stored securely, properly labeled, and accounted for per regulation",Mixed together in one container,Discarded in regular trash,,B,"Secure storage, proper labeling, and accountability are required. Confirm specifics with SME/legal.",medium,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q03,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Explain the purpose of medication records.,mcq,Accurate medication records (such as a medication administration/assistance record) are important because they:,Are optional,"Document what was given/assisted, support safety, and provide an audit trail",Replace the pharmacy,Are only for billing,,B,Accurate records support safety and provide an audit trail.,easy,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q04,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Apply scope-of-practice limits to medication oversight.,tf,An RCFE administrator's oversight of medication processes does not authorize unlicensed staff to perform tasks reserved for licensed professionals.,TRUE,FALSE,,,,TRUE,Oversight does not expand scope; licensed tasks remain with licensed professionals. Confirm scope with SME/legal.,medium,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q05,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Respond to medication errors appropriately.,mcq,"If a medication error or discrepancy is discovered, the appropriate response is to:",Hide it,"Follow facility policy: ensure resident safety, notify the appropriate licensed/health professional, and document/report",Blame the resident,Ignore it if minor,,B,"Errors require safety-first response, notification, and documentation per policy.",medium,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q06,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Identify medication labeling requirements.,mcq,Proper labeling of a resident's medication generally includes:,No identifying information,"Resident name, medication, dose/directions, and other required pharmacy label elements",Only the color of the pill,A staff nickname,,B,"Proper labels include resident, medication, and directions per pharmacy/regulatory standards.",medium,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q07,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Respond to changes in self-administration ability.,scenario,Scenario: A resident who self-administers medications appears increasingly confused and is making errors with their pills. The administrator should:,Take over prescribing,"Report the change to the resident's physician/appropriate professional, review the needs/services plan, and adjust support within regulation",Ignore it,Stop all the resident's medications,,B,"A change in ability triggers reassessment, professional notification, and plan adjustment within regulatory limits.",hard,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q08,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Apply safe medication management practices.,ms,Which support safe medication processes in an RCFE? (Select all that apply.),Secure storage,Accurate records,Allowing unlicensed staff to make dosing decisions,Staff training appropriate to their role,,A; B; D,"Secure storage, accurate records, and role-appropriate training are correct; unlicensed dosing decisions are not.",medium,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q09,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Recognize cautions with psychotropic medications.,mcq,Psychotropic medications in older adults require particular attention because they:,Have no side effects,Can carry significant risks and should be used appropriately with monitoring and oversight,Should be used for staff convenience,Replace person-centered care,,B,"Psychotropics carry risks and require appropriate use, monitoring, and oversight; not for convenience. Confirm clinical/regulatory guidance with SME.",medium,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q10,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Apply safe medication disposal.,mcq,Disposal of medications should follow:,Whatever is fastest,"Facility policy and applicable regulations for safe, documented disposal",Flushing everything routinely,Giving leftovers to other residents,,B,Disposal follows policy and regulation; sharing medications between residents is prohibited.,medium,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q11,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Apply the no-sharing rule.,tf,Medications prescribed for one resident must never be given to another resident.,TRUE,FALSE,,,,TRUE,Medications are resident-specific and must not be shared.,easy,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q12,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Identify medication-assistance training goals.,mcq,Staff who assist with medications should be trained to:,Diagnose new conditions,"Follow proper procedures, recognize and report concerns, and stay within their role",Adjust doses independently,Skip documentation,,B,"Training emphasizes correct procedures, reporting, and staying within role.",easy,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q13,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Apply the right to refuse medication.,mcq,A resident's right to refuse medication generally means staff should:,Force the medication,"Respect the refusal, document it, and notify the appropriate professional",Hide the refusal,Discharge the resident immediately,,B,"Refusals are respected, documented, and reported for follow-up. Confirm process with SME/legal.",medium,RCFE-CETP-005 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q14,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Explain the value of pharmacy/prescriber coordination.,mcq,Coordination with the pharmacy and prescribing professional helps ensure:,Confusion,"Correct, current medication information and safe processes",Higher costs only,Less accountability,,B,"Coordination supports accurate, current information and safety.",easy,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-005-Q15,RCFE,RCFE-CETP-005,RCFE-CETP-005 - Medication Management in RCFE Operations (4h),Clarify the scope of the medication course.,mcq,This course addresses medication management at the level of:,Certifying nurses to administer IV medications,Administrator oversight and safe RCFE medication processes (not medication-administration certification),Prescribing authority,Pharmacy licensure,,B,"The course covers oversight and safe processes, not administration certification or prescribing.",easy,RCFE-CETP-005 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-005
RCFE-RCFE-CETP-006-Q01,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Explain the purpose of pre-admission appraisal.,mcq,A pre-admission appraisal of a prospective resident is used to:,Set the facility's marketing budget,Determine whether the facility can meet the person's needs before admission,Replace the physician's report,Avoid documentation,,B,The appraisal determines whether the facility can meet the prospective resident's needs.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q02,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Describe needs and services plan requirements.,mcq,A needs and services plan should:,Be generic for all residents,"Be individualized, based on assessment, and updated as needs change",Never be updated,Be hidden from staff,,B,Needs and services plans are individualized and updated with reappraisal.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q03,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Identify reappraisal triggers.,mcq,Reappraisal of a resident is generally triggered by:,Nothing ever,A significant change in the resident's condition or needs (and per required intervals),Only at discharge,Staff preference,,B,Reappraisal occurs with significant changes and at required intervals. Confirm intervals with SME/legal.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q04,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Apply admission/retention criteria.,tf,A facility should not admit or retain a resident whose needs it cannot safely meet.,TRUE,FALSE,,,,TRUE,Admission/retention must align with the facility's ability to meet needs safely. Confirm specific retention criteria with SME/legal.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q05,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Identify required admission documentation.,mcq,Documentation supporting admission generally includes:,No records,A physician's report/health assessment and required admission documents,Only a verbal agreement,Marketing brochures,,B,Admission requires a health assessment/physician report and required documents. Confirm specifics with SME/legal.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q06,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Manage changing resident needs.,mcq,"When a resident's needs increase beyond the facility's capacity, the administrator should:",Ignore the change,"Reassess, attempt appropriate accommodations within regulation, and plan a safe transition if needs cannot be met",Immediately evict without process,Reduce documentation,,B,"Reassessment and, if needed, a safe, lawful transition protect the resident. Confirm process with SME/legal.",hard,RCFE-CETP-006 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q07,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Apply reappraisal and plan-update process.,scenario,Scenario: A resident's mobility declines and they now need more assistance than the current plan reflects. The administrator should:,Keep the old plan unchanged,"Initiate reappraisal, update the needs and services plan, involve the resident/family and appropriate professionals, and document",Discharge immediately,Tell staff to manage informally,,B,"A change in needs prompts reappraisal, plan update, involvement of the resident/family, and documentation.",hard,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q08,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Identify needs-and-services-plan elements.,ms,Which belong in a needs and services plan process? (Select all that apply.),Assessment of the resident's needs,Resident/family involvement,Updates upon significant change,Ignoring the resident's preferences,,A; B; C,"Assessment, involvement, and updates are required; ignoring preferences is not.",medium,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q09,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Explain the value of resident involvement.,mcq,Involving the resident (and family/representative as appropriate) in care planning supports:,Reduced transparency,"Person-centered, individualized, and defensible care decisions",Less accountability,Generic care,,B,"Involvement supports person-centered, individualized, defensible planning.",easy,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q10,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Apply retention decision criteria.,mcq,Retention decisions should be based primarily on:,The resident's ability to pay only,Whether the facility can safely and lawfully meet the resident's assessed needs,Staff convenience,How long the resident has stayed,,B,Retention hinges on the facility's ability to safely and lawfully meet needs.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q11,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Apply plan accessibility.,tf,The needs and services plan should be accessible to staff who provide the resident's care.,TRUE,FALSE,,,,TRUE,Care staff need access to the plan to deliver appropriate care.,easy,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q12,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Explain the purpose of a complete admission process.,mcq,A complete admission process helps the facility:,Skip assessment,"Confirm it can meet needs, set expectations, and establish a documented baseline",Avoid resident input,Reduce safety,,B,"A complete admission process confirms fit, sets expectations, and documents a baseline.",easy,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q13,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Address incomplete admission records.,mcq,"If required admission documentation is incomplete, the administrator should:",Proceed and never follow up,Obtain the required documentation to complete the record per regulation,Discard the file,Create false records,,B,Missing documentation must be obtained to complete the compliant record; never falsified.,medium,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q14,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",Apply reappraisal documentation standards.,mcq,Reappraisal documentation should capture:,Only the date,"The changed needs, updated services, and who was involved",Nothing relevant,Staff opinions only,,B,"Reappraisal records should capture changes, updated services, and involvement.",medium,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-006-Q15,RCFE,RCFE-CETP-006,"RCFE-CETP-006 - Admission, Retention, Reappraisal, Needs and Services Plans (3h)",State the course purpose.,mcq,The overall purpose of this course is to:,Provide medication certification,"Strengthen admission, retention, reappraisal, and needs-and-services planning practices",Replace licensing inspections,Eliminate documentation,,B,"The purpose is sound admission, retention, reappraisal, and planning practices.",easy,RCFE-CETP-006 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-006
RCFE-RCFE-CETP-007-Q01,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Describe emergency-plan requirements.,mcq,An RCFE emergency/disaster plan should:,Exist only on paper and never be practiced,"Be written, current, communicated to staff, and practiced through drills",Be secret from staff,Apply only to fires,,B,"Effective emergency plans are current, communicated, and practiced via drills.",medium,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q02,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Explain the purpose of drills.,mcq,Emergency drills in an RCFE are important because they:,Waste time,Help staff and residents respond effectively and reveal gaps to fix,Are only for new staff,Replace the written plan,,B,Drills build readiness and reveal gaps to correct.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q03,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Apply physical-environment safety.,mcq,"Maintaining clear, unobstructed exits and pathways primarily supports:",Decoration,Safe evacuation and fall prevention,Higher occupancy,Storage space,,B,Clear exits/pathways support safe evacuation and reduce falls.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q04,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Define staff emergency roles.,tf,Staff should know their roles and responsibilities during different types of emergencies.,TRUE,FALSE,,,,TRUE,Defined roles support a coordinated emergency response.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q05,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Maintain emergency supplies.,mcq,"Emergency supplies (water, food, first aid, etc.) should be:",Unnecessary,Maintained adequately and checked/replenished as needed,Stored where no one can reach them,Shared with neighbors routinely,,B,"Adequate, maintained emergency supplies support continuity during emergencies.",easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q06,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Plan for residents needing evacuation assistance.,mcq,"When considering residents with mobility or cognitive impairments in an evacuation, the plan should:",Treat all residents identically,Account for individual needs and assistance requirements,Exclude them,Assume they will self-evacuate,,B,Plans must account for residents needing assistance during evacuation.,medium,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q07,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Respond to a utility/heat emergency.,scenario,Scenario: A power outage occurs during extreme heat. The administrator should:,Wait and do nothing,"Activate the emergency plan, ensure resident safety and temperature/medical needs, communicate, and document actions",Send all staff home,Ignore residents needing cooling or refrigerated medications,,B,"Activate the plan, protect residents (heat/medication needs), communicate, and document.",hard,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q08,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Identify environmental safety measures.,ms,Which are part of physical-environment safety in an RCFE? (Select all that apply.),Functioning smoke detectors/alarms,"Clear, unobstructed exits",Blocked fire exits,Safe water temperature and hazard control,,A; B; D,"Working alarms, clear exits, and hazard control are correct; blocked exits are a hazard.",medium,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q09,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Apply drill documentation.,mcq,Documentation of emergency drills should include:,Nothing,"Date, type of drill, participants, and any issues/corrective actions",Only the weather,Staff opinions about lunch,,B,"Drill records should capture date, type, participation, and corrective actions.",medium,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q10,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Apply maintenance of safety equipment.,mcq,Routine inspection/maintenance of safety equipment helps to:,Increase risk,Ensure equipment works when needed and reduce hazards,Save documentation time,Replace drills,,B,Maintenance ensures safety equipment functions and reduces hazards.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q11,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Apply utility-shutoff preparedness.,tf,"Knowing how and when to shut off utilities (e.g., gas, water) can be part of emergency preparedness.",TRUE,FALSE,,,,TRUE,Utility shutoff knowledge supports certain emergency responses.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q12,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Apply after-action review.,mcq,"After an emergency, the administrator should:",Avoid review,"Review the response, document outcomes, and update the plan to address gaps",Blame residents,Discard records,,B,Post-event review and plan updates strengthen future readiness.,medium,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q13,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Apply emergency communication planning.,mcq,Communication during an emergency should include:,No communication,"A plan for notifying staff, residents, families, and authorities as appropriate",Only social media,Rumors,,B,"A communication plan covers staff, residents, families, and authorities.",medium,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q14,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),Explain the purpose of environmental safety.,mcq,A safe physical environment supports residents primarily by:,Increasing hazards,"Reducing the risk of injury, supporting mobility, and enabling effective emergency response",Limiting resident rights,Cutting staffing,,B,A safe environment reduces injury risk and supports emergency response.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-007-Q15,RCFE,RCFE-CETP-007,RCFE-CETP-007 - Emergency Procedures and Physical Environment Controls (2h),State the course purpose.,mcq,The overall purpose of this course is to:,Provide nursing certification,Strengthen emergency preparedness and physical-environment safety/controls in the RCFE,Replace licensing,Eliminate drills,,B,The purpose is emergency preparedness and environmental safety.,easy,RCFE-CETP-007 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-007
RCFE-RCFE-CETP-008-Q01,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Define the purpose of staff supervision.,mcq,Effective staff supervision in an RCFE primarily aims to:,Micromanage every action,"Ensure staff perform competently, safely, and consistently with policy and regulation",Reduce resident care,Avoid documentation,,B,"Supervision ensures competent, safe, policy-aligned performance.",easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q02,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Apply training-record standards.,mcq,Staff training records should be:,Optional,"Maintained, accurate, and demonstrate required training was completed",Discarded after hiring,Kept off-site only,,B,Accurate training records demonstrate compliance with training requirements.,medium,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q03,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Describe administrator accountability.,mcq,Administrator accountability means the administrator is responsible for:,Only marketing,"Overall facility operations, compliance, staff oversight, and resident well-being",Nothing once staff are hired,Only finances,,B,"The administrator is accountable for operations, compliance, oversight, and resident well-being.",easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q04,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Apply onboarding training requirements.,tf,"New staff should receive orientation and required training before or promptly upon assuming their duties, per regulation.",TRUE,FALSE,,,,TRUE,Orientation/training requirements protect residents; confirm exact timelines with SME/legal.,medium,RCFE-CETP-008 LIC 9140 Course Packet,SME/legal review required before submission,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q05,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Explain the value of continuing training.,mcq,Ongoing (continuing) staff training is important because it:,Is never required,Maintains competency and keeps staff current with practices and regulations,Only benefits the administrator,Replaces supervision,,B,Continuing training maintains competency and currency.,easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q06,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Apply corrective supervision.,mcq,"When a staff member performs a task incorrectly, an accountable supervisory response is to:",Ignore it,"Provide corrective feedback/retraining, document it, and monitor improvement",Publicly humiliate the staff member,Immediately terminate without process,,B,"Corrective feedback, retraining, documentation, and monitoring are constructive and defensible.",medium,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q07,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Address training-documentation gaps.,scenario,Scenario: A licensing review finds gaps in staff training documentation. The administrator should:,Falsify records to fill gaps,"Identify the gaps, complete/verify required training, accurately document it, and implement a tracking system to prevent recurrence",Blame staff and do nothing,Hide the records,,B,"Honest correction, completion of training, accurate documentation, and a tracking system are correct; falsification is prohibited.",hard,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q08,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Identify staff-management responsibilities.,ms,Which are administrator responsibilities for staff management? (Select all that apply.),Ensuring required training is completed,Maintaining accurate personnel/training records,Allowing untrained staff to perform tasks beyond their preparation,Supervising and supporting staff performance,,A; B; D,"Training, records, and supervision are responsibilities; allowing unprepared staff to perform tasks is not.",medium,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
RCFE-RCFE-CETP-008-Q09,RCFE,RCFE-CETP-008,"RCFE-CETP-008 - Staff Supervision, Training Records, Administrator Accountability (2h)",Explain the importance of adequate staffing.,mcq,Adequate staffing levels are important because they:,Are irrelevant to care,"Support resident safety, needs, and quality of care",Only affect costs,Reduce accountability,,B,Adequate staffing supports safety and quality of care.,easy,RCFE-CETP-008 LIC 9140 Course Packet,SME review recommended,RCFE/RCFE-CETP-008
