question_id,lane,category,course_unit_module,objective,question_type,question_text,option_a,option_b,option_c,option_d,option_e,correct_answer,rationale,difficulty,source_reference,sme_review_status,moodle_import_category
CNA-U06-Q10,CNA,U06,"U06 - Long Term Care Resident II: Dementia-Sensitive Care, Psychosocial Needs",Recognize and report psychosocial changes.,mcq,A nurse assistant notices a normally social resident has withdrawn and stopped attending activities. The best action is to:,Ignore it as a personal choice,"Report the change to the licensed nurse, as withdrawal can signal illness, depression, or another problem",Force the resident to attend,Tell the resident to cheer up,,B,A change in social engagement is a reportable observation that may indicate an underlying issue.,medium,CCCCO NATP Module 13 - Long Term Care Patient/Resident,SME review recommended,CNA/U06
CNA-U07-Q01,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,State the purpose of restorative/rehabilitative care.,mcq,The main goal of restorative/rehabilitative nursing care is to:,Do all tasks for the resident permanently,Help the resident regain or maintain the highest possible level of function and independence,Speed up care by skipping exercises,Discourage movement,,B,Restorative care promotes and maintains function and independence to the resident's highest practicable level.,easy,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q02,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Identify the purpose of range-of-motion exercises.,mcq,Range-of-motion (ROM) exercises help prevent:,Joint stiffness and contractures,Faster healing of wounds,Weight gain,Improved appetite,,A,ROM helps maintain joint mobility and prevent contractures in residents with limited movement.,easy,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q03,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Apply safe technique during assisted exercises.,mcq,"While assisting a resident with prescribed exercises, the nurse assistant should:",Push the joint past the point of pain,"Move joints gently and stop if the resident reports pain, then report it",Skip the exercises if inconvenient,Force rapid movements,,B,Movements should be gentle and within comfort; pain should stop the activity and be reported.,medium,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q04,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Apply the restorative-care principle of resident participation.,tf,Encouraging a resident to do as much of their own self-care as safely possible is part of restorative care.,TRUE,FALSE,,,,TRUE,Promoting self-care within safe limits supports the resident's function and dignity.,easy,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q05,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Support safe use of mobility devices.,mcq,"When a resident uses a walker, the nurse assistant supports safety by:",Letting the resident hurry,"Ensuring the walker is within reach, brakes/feet are intact, and the path is clear",Removing the walker during transfers,Placing the walker far away,,B,Proper device readiness and a clear path reduce falls and support mobility.,easy,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q06,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Explain the value of consistent restorative care.,mcq,Why is consistency important when carrying out a resident's restorative program?,It is not important,"Regular, consistent practice helps maintain gains and prevent decline",It saves the facility money only,It allows skipping documentation,,B,Consistency supports maintenance of function; gains can be lost without regular practice.,medium,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q07,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Respond safely to adverse symptoms during restorative activity.,scenario,Scenario: A resident in a restorative walking program says they are too tired today and feels dizzy. What is the best action?,Insist they walk the full distance anyway,"Stop the activity, ensure the resident's safety, and report the dizziness and fatigue to the nurse",Tell the resident dizziness is normal and continue,Document that the resident walked the full program,,B,"Dizziness is a safety concern; stop, keep the resident safe, and report. Never falsify documentation.",hard,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q08,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Apply restorative-care best practices.,ms,Which practices support restorative care goals? (Select all that apply.),Encouraging safe self-care,Following the prescribed restorative plan,Doing everything for the resident to save time,Reporting changes in the resident's ability,,A; B; D,"Encouraging self-care, following the plan, and reporting changes support restorative goals; doing everything reduces independence.",medium,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q09,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Reinforce regained functional skills.,mcq,A resident regains the ability to feed themselves with a special utensil. The nurse assistant should:,Take over feeding to be faster,Encourage and allow the resident to self-feed and report the progress,Hide the utensil,Tell the resident not to bother,,B,Supporting newly regained skills and reporting progress reinforces restorative outcomes.,easy,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U07-Q10,CNA,U07,U07 - Rehabilitative Nursing and Restorative Care,Apply safe body mechanics in transfers.,mcq,Proper body mechanics during transfers protect:,Only the resident,Both the resident and the nurse assistant from injury,Only the nurse assistant,Neither person,,B,Good body mechanics and approved transfer techniques protect both resident and caregiver.,easy,CCCCO NATP Module 14 - Rehabilitative Nursing,SME review recommended,CNA/U07
CNA-U08-Q01,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Distinguish objective from subjective observation.,mcq,Which is an example of an OBJECTIVE observation?,The resident seems sad,The resident's skin is warm and reddened over the left heel,The resident is probably in pain,The resident might be hungry,,B,Objective observations are measurable or directly observed facts; the others are interpretations or assumptions.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q02,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Identify subjective information from the resident.,mcq,Which is an example of SUBJECTIVE information?,Pulse of a measured rate,"The resident states, 'My stomach hurts.'",Reddened skin,A measured temperature,,B,Subjective information is what the resident reports; it is recorded as the resident's own statement.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q03,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Apply effective reporting practices.,mcq,"When reporting an observation to the licensed nurse, the nurse assistant should provide:",Only a vague summary,"Specific, factual, and timely information about what was observed",An opinion about the diagnosis,Information only if asked,,B,"Specific, factual, timely reporting helps the nurse respond appropriately.",easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q04,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Apply timely reporting of changes.,tf,Nurse assistants should report changes in a resident's condition promptly rather than waiting until the end of the shift.,TRUE,FALSE,,,,TRUE,Prompt reporting allows timely intervention and is safer for the resident.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q05,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Identify senses used in observation.,mcq,Which set are all senses a nurse assistant uses to make observations?,"Sight, hearing, smell, and touch",Only sight,Only hearing,Taste of the resident's food,,A,"Observation uses sight, hearing, smell, and touch; tasting a resident's food is not an appropriate observation method.",easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q06,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Prioritize urgent observations for reporting.,mcq,Which observation is the highest priority to report immediately?,A resident requesting a different TV channel,A resident with new chest discomfort and shortness of breath,A resident who wants a snack,A resident reading quietly,,B,New chest discomfort with shortness of breath is urgent and requires immediate reporting.,medium,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q07,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Compile and report clustered observations.,scenario,"Scenario: You observe a resident's output appears darker and reduced, the resident's lips are dry, and they seem more confused than usual. What should you report?",Only that the resident is confused,"All three objective observations together, with the time, to the licensed nurse","Nothing, since one symptom alone is minor",Your guess that it is a urinary infection,,B,Reporting the full picture of objective observations (not a diagnosis) helps the nurse assess possible dehydration or other issues.,hard,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q08,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Select chartable objective observations.,ms,Which are objective observations a CNA can chart? (Select all that apply.),Amount of meal eaten,Resident's measured weight,Your opinion of the resident's prognosis,Visible swelling of the ankle,,A; B; D,"Intake, measured weight, and visible swelling are objective; prognosis is a clinical judgment outside CNA scope.",medium,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q09,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting",Explain the importance of timing in observation.,mcq,Why is the timing of an observation important in reporting?,It is not important,Knowing when a change occurred helps the nurse evaluate the situation,It makes the chart longer,It is only needed for billing,,B,Time context helps the clinical team interpret changes and respond.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U08-Q10,CNA,U08,"U08 - Observation and Charting I: Objective/Subjective, Terminology, Reporting","Apply a 'when in doubt, report' approach.",mcq,"If a nurse assistant is unsure whether an observation is important enough to report, the best action is to:",Decide not to report it,Report it to the licensed nurse and let the nurse determine significance,Wait to see if it gets worse,Ask another resident,,B,"When in doubt, report; the licensed nurse determines clinical significance.",easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U08
CNA-U09-Q01,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Apply accurate documentation principles.,mcq,Which statement about charting/documentation is correct for a nurse assistant?,Document care before it is performed,"Document accurately, promptly, and only the care actually given and observations actually made",Document what you think should have happened,Leave documentation for the next shift to complete,,B,"Documentation must be accurate, timely, and truthful, reflecting only actual care and observations.",easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q02,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Apply correct error-correction procedure in documentation.,mcq,"If a nurse assistant makes an error while charting on paper, the correct method is to:",Erase or use correction fluid,"Draw a single line through the error, write the correction, and initial/date per facility policy",Scribble it out completely,Rewrite the whole page,,B,"A single line through the error preserves the original record and supports an audit-ready, legal document.",medium,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q03,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Recognize the record as a legal document.,tf,"The resident's medical record is a legal document, and entries should never be falsified.",TRUE,FALSE,,,,TRUE,The record is a legal document; falsification is prohibited and can harm residents and lead to discipline.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q04,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Write objective documentation entries.,mcq,Which entry is documented appropriately and objectively?,'Resident was difficult and rude.','Resident ate 50% of lunch and walked to the dining room with a walker.','Resident is probably depressed.',"'Resident seemed fine, I think.'",,B,"Objective, specific, factual entries are appropriate; labels and assumptions are not.",medium,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q05,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Apply timely charting practices.,mcq,When should a nurse assistant chart care that was provided?,Days later,"As soon as possible after the care is given, per facility policy",Only at annual review,Never,,B,Timely charting near the time of care improves accuracy and reliability of the record.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q06,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Apply confidentiality rules to documentation.,mcq,Confidentiality of the resident's record means the nurse assistant should:,Share resident details with anyone who asks,Access and share resident information only as needed for care and only with authorized people,Post about residents on social media,Discuss residents in the elevator,,B,Resident information is private; access and disclosure are limited to care needs and authorized individuals.,medium,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q07,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Apply correct late-entry documentation.,scenario,Scenario: You realize you forgot to chart a completed care task from earlier in your shift. The best action is to:,Leave it out since time passed,"Make a late entry per facility policy, clearly noted as a late entry with the correct date/time of care",Ask a coworker to chart it as if they did it,Backdate the entry to hide the delay,,B,"A properly labeled late entry maintains an honest, audit-ready record; backdating or having others chart your care is falsification.",hard,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q08,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Identify features of legal documentation.,ms,Which are features of legally sound documentation? (Select all that apply.),Accurate and factual entries,Timely entries,Whiteout used to remove errors,Confidential handling of records,,A; B; D,"Accuracy, timeliness, and confidentiality are required; whiteout is not acceptable for correcting medical records.",medium,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q09,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation",Link documentation with reporting of changes.,mcq,A change in a resident's condition should be documented and:,Kept secret,"Reported to the licensed nurse, with the report and time noted",Mentioned only to family,Posted publicly,,B,"Changes must be both documented and reported to the nurse, with the time recorded.",easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U09-Q10,CNA,U09,"U09 - Observation and Charting II: Charting Documents, Legal Documentation","Apply clear, standardized documentation language.",mcq,Using only approved abbreviations and clear language in charting helps to:,Confuse other staff,Ensure the record is understood correctly and reduce errors,Make the chart look complicated,Hide information,,B,Approved abbreviations and clear language improve communication and reduce errors.,easy,CCCCO NATP Module 15 - Observation and Charting,SME review recommended,CNA/U09
CNA-U10-Q01,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries","Apply individualized, culturally sensitive end-of-life care.",mcq,Which statement best reflects culturally and individually sensitive end-of-life care?,All residents grieve and want the same care,"Respect each resident's and family's individual, cultural, and spiritual preferences",Avoid discussing the resident's wishes,Impose the caregiver's own beliefs,,B,End-of-life care is individualized and respects cultural and spiritual preferences.,easy,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q02,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Describe the purpose of hospice/comfort care.,mcq,The main goal of hospice/comfort care is to:,Cure the underlying illness,"Provide comfort, dignity, and symptom relief near the end of life",Speed up the dying process,Stop all care,,B,"Hospice/comfort care focuses on comfort, dignity, and quality of life rather than cure.",easy,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q03,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Provide comfort measures at end of life.,mcq,"When providing comfort to a dying resident, a nurse assistant should:",Avoid the room to give space,"Provide gentle care, presence, mouth and skin care, and report symptoms of discomfort to the nurse",Talk loudly to keep them awake,Withhold repositioning,,B,"Comfort care includes gentle physical care, presence, and reporting discomfort for management by the nurse.",medium,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q04,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Recognize grief as a normal process.,tf,"Grief is a normal response, and residents, families, and staff may all experience it.",TRUE,FALSE,,,,TRUE,"Grief is a normal process experienced by residents, families, and caregivers.",easy,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q05,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Respect documented resident end-of-life wishes.,mcq,An advance directive (such as a documented care wish) means the nurse assistant should:,Ignore it,Be aware of it and follow the care team's direction consistent with the resident's documented wishes,Decide for the resident,Tell the family to override it,,B,"Advance directives express the resident's wishes; the care team follows them, and CNAs support care accordingly.",medium,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q06,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Apply respectful postmortem care within scope.,mcq,Postmortem care performed by a nurse assistant should be done:,Carelessly since the resident has died,"With the same respect and dignity given in life, following facility policy and the nurse's direction",Without privacy,Before confirming the death per policy,,B,"Postmortem care is performed respectfully, with privacy, per policy and the nurse's direction, after death is pronounced per facility process.",medium,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q07,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Support families within CNA scope at end of life.,scenario,Scenario: The family of a dying resident is tearful and asks you medical questions about how long their loved one has to live. The best response is to:,Give your own estimate of time remaining,"Offer compassionate presence and support, and refer their medical questions to the licensed nurse",Tell them not to be upset,Change the subject and leave,,B,Prognosis questions are answered by licensed clinicians; the CNA provides compassionate support and refers clinical questions appropriately.,hard,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q08,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Select appropriate end-of-life comfort measures.,ms,Which are appropriate comfort measures for a dying resident? (Select all that apply.),Gentle mouth and skin care,"Calm, quiet, respectful presence",Ignoring signs of pain,Repositioning for comfort as tolerated,,A; B; D,"Mouth/skin care, calm presence, and comfort repositioning are appropriate; ignoring pain is not.",medium,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q09,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Recognize caregiver grief and support options.,mcq,"If a nurse assistant feels emotionally affected after a resident's death, a healthy response is to:",Suppress all feelings and never discuss them,Acknowledge the feelings and use appropriate support resources,Avoid all future residents,Quit immediately,,B,Acknowledging grief and using support resources promotes caregiver well-being.,easy,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U10-Q10,CNA,U10,"U10 - Death and Dying: Grief, Comfort, Hospice Awareness, Postmortem Boundaries",Preserve dignity during end-of-life care.,mcq,Maintaining a resident's dignity during the dying process includes:,Discussing the resident loudly in the hallway,"Providing privacy, gentle communication, and respecting personal and cultural wishes",Rushing care,Excluding the family,,B,"Dignity is maintained through privacy, respectful communication, and honoring wishes.",easy,CCCCO NATP Module 16 - Death and Dying,SME review recommended,CNA/U10
CNA-U11-Q01,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Identify core resident rights related to safety.,mcq,Residents in long-term care have the right to:,"Be free from abuse, neglect, and mistreatment",Be restrained for staff convenience,Have their mail read by staff,Be denied participation in their own care,,A,"Residents have the right to be free from abuse, neglect, exploitation, and mistreatment.",easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q02,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Recognize physical abuse.,mcq,Which is an example of physical abuse?,Helping a resident transfer safely,"Hitting, slapping, or rough handling of a resident",Offering a snack,Listening to the resident,,B,"Physical abuse includes hitting, slapping, or rough handling that causes harm or pain.",easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q03,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Recognize neglect.,mcq,Which is an example of neglect?,Promptly answering call lights,"Failing to provide needed food, hydration, hygiene, or care",Repositioning a resident on schedule,Reporting a change in condition,,B,Neglect is the failure to provide needed care or services that results in or risks harm.,easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q04,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Identify emotional/psychological abuse.,tf,"Verbal threats, intimidation, and humiliation are forms of emotional/psychological abuse.",TRUE,FALSE,,,,TRUE,"Emotional/psychological abuse includes threats, intimidation, humiliation, and isolation.",easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q05,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Recognize financial exploitation.,mcq,Which is an example of financial exploitation?,Helping a resident call their bank with consent and authorization,Taking or misusing a resident's money or belongings without authorization,Returning found property to a resident,Documenting personal items on admission,,B,Financial exploitation is the unauthorized or improper use of a resident's funds or property.,medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q06,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Recognize warning signs of abuse.,mcq,Which set are possible warning signs of abuse that should be reported?,"Unexplained bruises, fear of a specific person, and sudden withdrawal",Good appetite and social engagement,Stable mood and clean environment,Participation in activities,,A,"Unexplained injuries, fearfulness, and behavior changes can indicate abuse and must be reported.",medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q07,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Respond to witnessed suspected abuse.,scenario,"Scenario: You see a coworker roughly grab a resident's arm and speak harshly, and the resident appears frightened. What should you do?",Ignore it because it is not your resident,Ensure the resident's immediate safety and report the suspected abuse per facility policy and law,Confront the coworker later privately and keep it between you,Wait to see if it happens again,,B,Suspected abuse must be reported promptly per policy and law; protecting the resident comes first. (Specific reporting timelines/recipients require SME/legal confirmation for the facility's jurisdiction.),hard,CCCCO NATP Module 17 - Patient/Resident Abuse,SME/legal review required before submission,CNA/U11
CNA-U11-Q08,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Apply abuse-prevention practices.,ms,Which actions help prevent abuse and protect residents? (Select all that apply.),Treating residents with respect and dignity,Reporting suspected abuse promptly,Using restraints for convenience,"Following person-centered, trauma-informed care",,A; B; D,"Respect, prompt reporting, and person-centered care prevent abuse; restraints for convenience are prohibited.",medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q09,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Apply restraint-related resident protections.,mcq,Using a physical restraint on a resident for staff convenience or discipline is:,Acceptable when busy,Prohibited; restraints are not used for convenience or discipline,A good prevention tool,Required nightly,,B,Restraints for convenience or discipline are prohibited and can constitute abuse.,medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U11-Q10,CNA,U11,"U11 - Resident Abuse I: Rights, Abuse Types, Prevention, Risk Recognition",Recognize involuntary seclusion as mistreatment.,mcq,Involuntary seclusion (isolating a resident against their will) is best classified as:,A normal care routine,A form of resident mistreatment that must be reported,A reward system,An activity choice,,B,Involuntary seclusion is a form of mistreatment and is reportable.,medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U11
CNA-U12-Q01,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Apply mandated-reporter duties.,mcq,"As a mandated reporter, when a nurse assistant suspects resident abuse, they must:",Wait for proof before doing anything,Report the suspicion promptly per facility policy and applicable law,Investigate fully on their own first,Report only if a supervisor agrees,,B,"Mandated reporters report reasonable suspicion promptly; proof is not required, and the duty is personal. (Jurisdiction-specific timelines/recipients require SME/legal confirmation.)",medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME/legal review required before submission,CNA/U12
CNA-U12-Q02,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Explain the personal nature of the reporting duty.,mcq,The duty to report suspected abuse generally means the nurse assistant:,Can delegate the duty and forget it,"Has a personal responsibility to ensure a report is made, even if others are also reporting",Only reports if asked,Reports only at year end,,B,The reporting duty is personal; the CNA must ensure a report is made per law and policy.,medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME/legal review required before submission,CNA/U12
CNA-U12-Q03,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Apply confidentiality during reporting.,tf,Resident information related to an abuse report should still be handled confidentially and shared only with authorized parties.,TRUE,FALSE,,,,TRUE,Confidentiality applies; information is shared only with authorized investigators/authorities as required.,easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U12
CNA-U12-Q04,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Describe good-faith reporting.,mcq,Good-faith reporting of suspected abuse generally means a mandated reporter:,Will always be punished,"Is reporting an honest, reasonable suspicion and is generally protected for doing so",Must guarantee the abuse occurred,Should stay anonymous and never follow up,,B,Good-faith reports based on reasonable suspicion are generally protected; reporters need not prove the abuse. (Confirm jurisdiction protections with SME/legal.),medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME/legal review required before submission,CNA/U12
CNA-U12-Q05,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Document suspected abuse objectively.,mcq,"When documenting an observation related to suspected abuse, the nurse assistant should record:",Personal opinions and blame,"Objective, factual observations (what was seen/heard), the time, and actions taken",Only a vague note,"Nothing, to avoid involvement",,B,"Objective, factual, timely documentation supports investigation and an audit-ready record.",medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U12
CNA-U12-Q06,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Apply confidentiality boundaries.,mcq,Confidentiality of resident information generally means a nurse assistant should NOT:,Discuss care with the assigned nurse,Post or discuss resident information publicly or on social media,Document care in the record,Report changes to the nurse,,B,Public disclosure or social media posting of resident information violates confidentiality.,easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U12
CNA-U12-Q07,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Balance resident trust with mandated reporting duties.,scenario,"Scenario: A resident quietly tells you that a family member took money from them and threatened them, and begs you not to tell anyone. What is the best action?",Promise to keep it completely secret,"Reassure the resident, keep them safe, and report the suspected exploitation/abuse per policy and law, explaining you must report to protect them",Decide it is a family matter and do nothing,Confront the family member yourself,,B,Suspected exploitation must be reported; the CNA cannot promise secrecy that conflicts with the duty to protect and report. (Confirm jurisdiction process with SME/legal.),hard,CCCCO NATP Module 17 - Patient/Resident Abuse,SME/legal review required before submission,CNA/U12
CNA-U12-Q08,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Apply the abuse-response sequence.,ms,Which are appropriate steps when abuse is suspected? (Select all that apply.),Ensure the resident's immediate safety,Report per facility policy and law,Document objective observations,Hide the information to avoid conflict,,A; B; C,"Safety, reporting, and objective documentation are required; concealment is never appropriate.",medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U12
CNA-U12-Q09,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",Address barriers to reporting.,mcq,"If a nurse assistant fears retaliation for reporting suspected abuse, they should:",Not report at all,"Still report, knowing reporting is required and retaliation against good-faith reporters is generally prohibited",Wait until they leave the job,Report anonymously to a resident,,B,The duty to report stands; protections generally exist against retaliation for good-faith reports. (Confirm with SME/legal.),medium,CCCCO NATP Module 17 - Patient/Resident Abuse,SME/legal review required before submission,CNA/U12
CNA-U12-Q10,CNA,U12,"U12 - Resident Abuse II: Mandated Reporting, Confidentiality, Documentation",State the purpose of abuse-prevention training.,mcq,"The overall purpose of abuse prevention, recognition, and reporting training is to:",Increase paperwork,"Protect residents' safety, dignity, and rights",Reduce resident rights,Replace the licensed nurse's role,,B,"The goal is to protect residents' safety, dignity, and rights through prevention, recognition, and reporting.",easy,CCCCO NATP Module 17 - Patient/Resident Abuse,SME review recommended,CNA/U12
CNA-FINAL-Q01,CNA,FINAL,FINAL - Comprehensive Final Assessment (U01-U12),Vital signs - scope and reporting.,mcq,The nurse assistant's primary role in vital signs is to:,Diagnose conditions,"Accurately measure, record, and report data to the licensed nurse",Prescribe treatment,Change the care plan,,B,CNAs collect and report data within scope; diagnosis and care-plan changes are not CNA functions.,easy,CCCCO NATP Module 10,SME review recommended,CNA/FINAL
