Project,Module ID,Module Title,Lesson ID,Lesson Title,Card ID,Card Type,Title,app.location,Narration,Transcript,Estimated Seconds,Estimated Word Count,Target Duration Status,Voice Notes,Source Reference,SME Review Flag,Compliance Review Flag,Status
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L02,Types of Abuse and Neglect,C02B_DELIVERY,delivery,M02 L02 C02B Delivery,module.m02.lesson.l02.card.c02b_delivery,"The following types of elder abuse are recognized under California law and federal regulations: 1. Verbal Abuse Teasing, profanity, racial slurs, or threats directed at a resident. 2. Physical Abuse Battery (kicking, biting, hitting, shoving, pulling hair) or rough handling during care. 3. Psychological / Emotional Abuse Ridiculing, saying hurtful words, repeatedly ignoring, manipulating, yelling at, or threatening a resident. 4. Involuntary Seclusion Isolating a resident or keeping them from seeing close friends and relatives against their will. 5. Abandonment Leaving a resident unattended or failing to plan for their care. 6. Neglect Failure to provide care that a reasonable person would provide. Examples: not answering the call light, leaving a resident smelling of urine without cleaning or changing them. 7. Sexual Abuse Sexual overtures, innuendos, inappropriate gestures, inappropriate touching, or forcing a resident to watch or participate in sexual acts. 8. Financial Abuse Stealing money, borrowing items, accepting gifts, forging checks, or using a resident's bank accounts, credit cards, or property without permission. Also recognized: 9. Healthcare Fraud - Overcharging, double-billing, falsifying Medicare/Medicaid claims, or charging for care not provided.","The following types of elder abuse are recognized under California law and federal regulations: 1. Verbal Abuse Teasing, profanity, racial slurs, or threats directed at a resident. 2. Physical Abuse Battery (kicking, biting, hitting, shoving, pulling hair) or rough handling during care. 3. Psychological / Emotional Abuse Ridiculing, saying hurtful words, repeatedly ignoring, manipulating, yelling at, or threatening a resident. 4. Involuntary Seclusion Isolating a resident or keeping them from seeing close friends and relatives against their will. 5. Abandonment Leaving a resident unattended or failing to plan for their care. 6. Neglect Failure to provide care that a reasonable person would provide. Examples: not answering the call light, leaving a resident smelling of urine without cleaning or changing them. 7. Sexual Abuse Sexual overtures, innuendos, inappropriate gestures, inappropriate touching, or forcing a resident to watch or participate in sexual acts. 8. Financial Abuse Stealing money, borrowing items, accepting gifts, forging checks, or using a resident's bank accounts, credit cards, or property without permission. Also recognized: 9. Healthcare Fraud - Overcharging, double-billing, falsifying Medicare/Medicaid claims, or charging for care not provided.",75,181,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.2.2,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L02,Types of Abuse and Neglect,C02C_DELIVERY,delivery,M02 L02 C02C Delivery,module.m02.lesson.l02.card.c02c_delivery,Committed by healthcare providers or facility staff.,Committed by healthcare providers or facility staff.,8,7,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.2.2,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L02,Types of Abuse and Neglect,C02D_DELIVERY,delivery,M02 L02 C02D Delivery,module.m02.lesson.l02.card.c02d_delivery,"Recognizing examples in practice: A CNA calls a resident a racial slur when no one else is in the room. - this is Verbal Abuse. A staff member takes $20 from a resident's nightstand. - this is Financial Abuse. A resident is left in a soiled brief for three hours despite pressing the call light. - this is Neglect. A resident is told she cannot leave her room because ""she causes too much trouble."" - this is Involuntary Seclusion. A CNA yanks a resident's arm during a transfer. - this is Physical Abuse. A staff member repeatedly tells a resident, ""Nobody cares about you."" - this is Psychological Abuse.","Recognizing examples in practice: A CNA calls a resident a racial slur when no one else is in the room. - this is Verbal Abuse. A staff member takes $20 from a resident's nightstand. - this is Financial Abuse. A resident is left in a soiled brief for three hours despite pressing the call light. - this is Neglect. A resident is told she cannot leave her room because ""she causes too much trouble."" - this is Involuntary Seclusion. A CNA yanks a resident's arm during a transfer. - this is Physical Abuse. A staff member repeatedly tells a resident, ""Nobody cares about you."" - this is Psychological Abuse.",45,109,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.2.3,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L02,Types of Abuse and Neglect,C02E_DELIVERY,delivery,M02 L02 C02E Delivery,module.m02.lesson.l02.card.c02e_delivery,"These terms sound similar but have different meanings: Neglect: A pattern of failing to provide care - such as repeatedly not answering call lights, not feeding residents, or not changing soiled linens. Neglect can be intentional or the result of chronic understaffing. Negligence: A single act or failure to act that a reasonably careful person would not have done (or would have done). Example: Forgetting to lock the wheelchair brakes before a transfer, resulting in a fall. Both are serious. Both must be reported. But neglect typically involves a pattern, while negligence may be a one-time error. Your responsibility: Report both. Do not try to determine which one it is - that is for the investigation to decide.","These terms sound similar but have different meanings: Neglect: A pattern of failing to provide care - such as repeatedly not answering call lights, not feeding residents, or not changing soiled linens. Neglect can be intentional or the result of chronic understaffing. Negligence: A single act or failure to act that a reasonably careful person would not have done (or would have done). Example: Forgetting to lock the wheelchair brakes before a transfer, resulting in a fall. Both are serious. Both must be reported. But neglect typically involves a pattern, while negligence may be a one-time error. Your responsibility: Report both. Do not try to determine which one it is - that is for the investigation to decide.",49,118,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.2.4,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L02,Types of Abuse and Neglect,C03_CHALLENGE,challenge,M02 L02 C03 Challenge,module.m02.lesson.l02.card.c03_challenge,"Scenario challenge for Types of Abuse and Neglect: As a California CNA you are a mandated reporter. This means you must report suspected abuse:

A) Only after you have collected evidence to prove it occurred
B) Only if you personally witnessed it
C) Immediately based on reasonable suspicion - certainty is not required
D) Only after your supervisor gives you permission

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Types of Abuse and Neglect: As a California CNA you are a mandated reporter. This means you must report suspected abuse:

A) Only after you have collected evidence to prove it occurred
B) Only if you personally witnessed it
C) Immediately based on reasonable suspicion - certainty is not required
D) Only after your supervisor gives you permission

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",32,75,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 17 (Patient/Resident Abuse) Objective 5,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L02,Types of Abuse and Neglect,C04A_DEBRIEF,debrief,M02 L02 C04A Debrief,module.m02.lesson.l02.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to immediately based on reasonable suspicion - certainty is not required. Mandated reporters must report on reasonable suspicion. Certainty and personal witness are not prerequisites. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to immediately based on reasonable suspicion - certainty is not required. Mandated reporters must report on reasonable suspicion. Certainty and personal witness are not prerequisites. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",49,115,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 17 (Patient/Resident Abuse) Objective 5,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L03,"Signs, Symptoms, and Evidence of Abuse",C01_OVERVIEW,overview,M02 L03 C01 Overview,module.m02.lesson.l03.card.c01_overview,"Signs, Symptoms, and Evidence of Abuse. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Resident Rights, Abuse Prevention, and Boundaries. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Signs, Symptoms, and Evidence of Abuse. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Resident Rights, Abuse Prevention, and Boundaries. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",23,53,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#L03,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L03,"Signs, Symptoms, and Evidence of Abuse",C02A_DELIVERY,delivery,M02 L03 C02A Delivery,module.m02.lesson.l03.card.c02a_delivery,"You may not witness abuse directly. Instead, you will see its effects. Watch for: Behavioral Signs: New-onset sleeping problems Depression or confusion that was not present before Unexplained weight loss Trauma signs: rocking back and forth, flinching at touch Agitation or violent behavior (new or worsening) Withdrawal from activities the resident previously enjoyed Being overly anxious to please a caregiver Physical Signs: Unexplained bruises, burns, or scars Appearing unkempt - unwashed hair, dirty clothes Bed sores or other preventable conditions Frequent injuries Environmental Signs: Living conditions that are unsafe, unclean, or inadequate Personal hygiene that is consistently lacking Medications not taken properly Private conversations not allowed between the resident and visitors","You may not witness abuse directly. Instead, you will see its effects. Watch for: Behavioral Signs: New-onset sleeping problems Depression or confusion that was not present before Unexplained weight loss Trauma signs: rocking back and forth, flinching at touch Agitation or violent behavior (new or worsening) Withdrawal from activities the resident previously enjoyed Being overly anxious to please a caregiver Physical Signs: Unexplained bruises, burns, or scars Appearing unkempt - unwashed hair, dirty clothes Bed sores or other preventable conditions Frequent injuries Environmental Signs: Living conditions that are unsafe, unclean, or inadequate Personal hygiene that is consistently lacking Medications not taken properly Private conversations not allowed between the resident and visitors",46,111,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.3.1,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L03,"Signs, Symptoms, and Evidence of Abuse",C02B_DELIVERY,delivery,M02 L03 C02B Delivery,module.m02.lesson.l03.card.c02b_delivery,"When you observe potential abuse, you must document and report using objective observations: Objective: What you can see, hear, feel, or measure. Examples: ""Bruise approximately 3 cm on left forearm, purple-yellow in color."" ""Resident stated: 'She hit me.'"" Subjective: What you think or feel. Example: ""I think someone is hurting her."" Report and document objective observations. Include the resident's exact words in quotes when possible. Do not include your opinions in the chart - but do share your concerns verbally with the licensed nurse. Never document in a way that identifies a real person by full name, date of birth, or facility in training exercises. All training scenarios in this course use fictional examples only.","When you observe potential abuse, you must document and report using objective observations: Objective: What you can see, hear, feel, or measure. Examples: ""Bruise approximately 3 cm on left forearm, purple-yellow in color."" ""Resident stated: 'She hit me.'"" Subjective: What you think or feel. Example: ""I think someone is hurting her."" Report and document objective observations. Include the resident's exact words in quotes when possible. Do not include your opinions in the chart - but do share your concerns verbally with the licensed nurse. Never document in a way that identifies a real person by full name, date of birth, or facility in training exercises. All training scenarios in this course use fictional examples only.",48,115,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.3.2,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L03,"Signs, Symptoms, and Evidence of Abuse",C02C_DELIVERY,delivery,M02 L03 C02C Delivery,module.m02.lesson.l03.card.c02c_delivery,What to remember: This observation describes a measurable finding and includes the resident's own words in quotes - both hallmarks of objective documentation.,What to remember: This observation describes a measurable finding and includes the resident's own words in quotes - both hallmarks of objective documentation.,10,23,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.3.2,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L03,"Signs, Symptoms, and Evidence of Abuse",C03_CHALLENGE,challenge,M02 L03 C03 Challenge,module.m02.lesson.l03.card.c03_challenge,"Scenario challenge for Signs, Symptoms, and Evidence of Abuse: Leaving a resident unattended or failing to plan for their care is called:

A) Neglect
B) Abandonment
C) Involuntary seclusion
D) Negligence

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Signs, Symptoms, and Evidence of Abuse: Leaving a resident unattended or failing to plan for their care is called:

A) Neglect
B) Abandonment
C) Involuntary seclusion
D) Negligence

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",20,46,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 17 (Patient/Resident Abuse) Objective 2B.5,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L03,"Signs, Symptoms, and Evidence of Abuse",C04A_DEBRIEF,debrief,M02 L03 C04A Debrief,module.m02.lesson.l03.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to abandonment. Abandonment is defined as leaving a resident unattended or failing to plan for their care. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to abandonment. Abandonment is defined as leaving a resident unattended or failing to plan for their care. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",46,108,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 17 (Patient/Resident Abuse) Objective 2B.5,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L04,Mandated Reporter Obligations,C01_OVERVIEW,overview,M02 L04 C01 Overview,module.m02.lesson.l04.card.c01_overview,"Mandated Reporter Obligations. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Resident Rights, Abuse Prevention, and Boundaries. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Mandated Reporter Obligations. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Resident Rights, Abuse Prevention, and Boundaries. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",22,50,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#L04,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L04,Mandated Reporter Obligations,C02A_DELIVERY,delivery,M02 L04 C02A Delivery,module.m02.lesson.l04.card.c02a_delivery,"In California, all CNAs are mandated reporters. This means: You are legally required to report known or suspected abuse, neglect, or exploitation of an elder or dependent adult. You must report immediately - first to your licensed nurse/supervisor, then follow facility policy for external reporting. You do not need to prove abuse happened. You only need reasonable suspicion. Failure to report is a crime. Mandated reporters who fail to report can face fines and criminal penalties. You are protected by law. Reports made in good faith cannot be used against you by your employer. What triggers a report: You witness abuse or neglect. A resident tells you about abuse. You observe signs that suggest abuse may have occurred. A coworker tells you about abuse. What does NOT excuse you from reporting: ""I wasn't sure."" ""I didn't want to get anyone in trouble."" ""My supervisor said not to worry about it."" ""It only happened once.""","In California, all CNAs are mandated reporters. This means: You are legally required to report known or suspected abuse, neglect, or exploitation of an elder or dependent adult. You must report immediately - first to your licensed nurse/supervisor, then follow facility policy for external reporting. You do not need to prove abuse happened. You only need reasonable suspicion. Failure to report is a crime. Mandated reporters who fail to report can face fines and criminal penalties. You are protected by law. Reports made in good faith cannot be used against you by your employer. What triggers a report: You witness abuse or neglect. A resident tells you about abuse. You observe signs that suggest abuse may have occurred. A coworker tells you about abuse. What does NOT excuse you from reporting: ""I wasn't sure."" ""I didn't want to get anyone in trouble."" ""My supervisor said not to worry about it."" ""It only happened once.""",64,154,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.4.1,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L04,Mandated Reporter Obligations,C02B_DELIVERY,delivery,M02 L04 C02B Delivery,module.m02.lesson.l04.card.c02b_delivery,"Step 1: You observe or learn about possible abuse. Step 2: Ensure the resident is safe and not in immediate danger. If they are, call for help immediately. Step 3: Report to the licensed nurse or charge nurse on duty. Step 4: Document your objective observations. Step 5: Follow your facility's policy for completing an incident report or abuse reporting form (e.g., SOC 341). Step 6: If your supervisor does not act, you may report directly to Adult Protective Services (APS), the Long-Term Care Ombudsman, or the Bureau of Medi-Cal Fraud and Elder Abuse. You are not responsible for investigating. You are responsible for reporting what you observed.","Step 1: You observe or learn about possible abuse. Step 2: Ensure the resident is safe and not in immediate danger. If they are, call for help immediately. Step 3: Report to the licensed nurse or charge nurse on duty. Step 4: Document your objective observations. Step 5: Follow your facility's policy for completing an incident report or abuse reporting form (e.g., SOC 341). Step 6: If your supervisor does not act, you may report directly to Adult Protective Services (APS), the Long-Term Care Ombudsman, or the Bureau of Medi-Cal Fraud and Elder Abuse. You are not responsible for investigating. You are responsible for reporting what you observed.",45,108,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.4.2,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L04,Mandated Reporter Obligations,C02C_DELIVERY,delivery,M02 L04 C02C Delivery,module.m02.lesson.l04.card.c02c_delivery,"Consider this fictional situation: During your evening shift, you enter the room of a fictional resident, ""Mr. Rivera"" (age 78, mild dementia). You notice a large bruise on his left wrist that was not there at the start of your shift. Mr. Rivera says, ""That aide grabbed me hard when I wouldn't get out of bed."" He looks frightened. What to remember: Your first priorities are resident safety, immediate reporting to the licensed nurse, and objective documentation. You are a mandated reporter - time matters.","Consider this fictional situation: During your evening shift, you enter the room of a fictional resident, ""Mr. Rivera"" (age 78, mild dementia). You notice a large bruise on his left wrist that was not there at the start of your shift. Mr. Rivera says, ""That aide grabbed me hard when I wouldn't get out of bed."" He looks frightened. What to remember: Your first priorities are resident safety, immediate reporting to the licensed nurse, and objective documentation. You are a mandated reporter - time matters.",35,85,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.4.3,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L04,Mandated Reporter Obligations,C03_CHALLENGE,challenge,M02 L04 C03 Challenge,module.m02.lesson.l04.card.c03_challenge,"Scenario challenge for Mandated Reporter Obligations: Which of the following BEST describes the correct action when you observe a possible abuse situation?

A) Investigate the situation yourself before reporting to avoid false accusations
B) Ensure resident safety then report to the licensed nurse immediately and document objective observations
C) Wait to see if the behavior happens again before reporting
D) Report it to a coworker and ask them to handle it

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.","Scenario challenge for Mandated Reporter Obligations: Which of the following BEST describes the correct action when you observe a possible abuse situation?

A) Investigate the situation yourself before reporting to avoid false accusations
B) Ensure resident safety then report to the licensed nurse immediately and document objective observations
C) Wait to see if the behavior happens again before reporting
D) Report it to a coworker and ask them to handle it

No answer is revealed until submission in lesson practice. Final exams never reveal answer keys.",37,86,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 17 (Patient/Resident Abuse) Objective 3,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L04,Mandated Reporter Obligations,C04A_DEBRIEF,debrief,M02 L04 C04A Debrief,module.m02.lesson.l04.card.c04a_debrief,"Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to ensure resident safety then report to the licensed nurse immediately and document objective observations. The CNA ensures safety then reports immediately and documents objectively. Investigating and waiting are inappropriate. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.","Challenge debrief. Your response has been submitted. When you are unsure, choose the action that protects the resident first, stays inside CNA scope, and keeps required observe-report-document and care-plan steps in the right order. The safest response is to ensure resident safety then report to the licensed nurse immediately and document objective observations. The CNA ensures safety then reports immediately and documents objectively. Investigating and waiting are inappropriate. As a CNA, stay within scope: observe, report, document, and follow the care plan. Resident safety and dignity come first, so report any change of condition promptly to the nurse. Before you continue, review the safest response and your own choice so the reason stays with you on the floor.",52,121,Within target,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,NATP Module 17 (Patient/Resident Abuse) Objective 3,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L05,"Prevention, Boundaries, and Safety",C01_OVERVIEW,overview,M02 L05 C01 Overview,module.m02.lesson.l05.card.c01_overview,"Prevention, Boundaries, and Safety. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Resident Rights, Abuse Prevention, and Boundaries. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.","Prevention, Boundaries, and Safety. Estimated time: 20 minutes. Learning goal: Upon completion of this module, the learner will be able to:

This lesson is part of Resident Rights, Abuse Prevention, and Boundaries. It supports partial online CE theory only and does not create clinical-hour credit or hands-on competency validation.",22,51,Short - acceptable if intentionally brief,Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#L05,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L05,"Prevention, Boundaries, and Safety",C02A_DELIVERY,delivery,M02 L05 C02A Delivery,module.m02.lesson.l05.card.c02a_delivery,"Abuse thrives in environments with poor oversight, high stress, and inadequate training. As a CNA, you can help prevent abuse by: Recognizing your own stress triggers. Long shifts, difficult residents, and personal problems can lower your patience. Know when to ask for help. Using effective monitoring systems. Answer call lights promptly. Check on residents regularly. Document what you observe. Following policies and procedures. Know your facility's abuse-prevention policies and follow them consistently. Encouraging family visits and social connections. Isolated residents are more vulnerable. Speaking up early. If you see a coworker losing patience with a resident, say something before the situation escalates. Taking care of yourself. Burnout and compassion fatigue are real risk factors for abuse. Use support resources your employer provides.","Abuse thrives in environments with poor oversight, high stress, and inadequate training. As a CNA, you can help prevent abuse by: Recognizing your own stress triggers. Long shifts, difficult residents, and personal problems can lower your patience. Know when to ask for help. Using effective monitoring systems. Answer call lights promptly. Check on residents regularly. Document what you observe. Following policies and procedures. Know your facility's abuse-prevention policies and follow them consistently. Encouraging family visits and social connections. Isolated residents are more vulnerable. Speaking up early. If you see a coworker losing patience with a resident, say something before the situation escalates. Taking care of yourself. Burnout and compassion fatigue are real risk factors for abuse. Use support resources your employer provides.",50,122,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.5.1,None identified,Compliance/legal/CDPH review required before production.,draft
CNA Recertification Theory + Clinical Support,M02,"Resident Rights, Abuse Prevention, and Boundaries",L05,"Prevention, Boundaries, and Safety",C02B_DELIVERY,delivery,M02 L05 C02B Delivery,module.m02.lesson.l05.card.c02b_delivery,"Professional boundaries protect both the resident and you: Do not accept gifts from residents or their families. Do not share personal information about your finances, relationships, or problems with residents. Do not develop romantic or sexual relationships with residents. This is always abuse. Do not use your position to gain financial, emotional, or social benefits from a resident. Do maintain respectful, warm, professional relationships that support the resident's care plan. Boundary violations are a form of abuse - even if the resident initiated the contact. Residents are in a vulnerable position, and you are in a position of trust.","Professional boundaries protect both the resident and you: Do not accept gifts from residents or their families. Do not share personal information about your finances, relationships, or problems with residents. Do not develop romantic or sexual relationships with residents. This is always abuse. Do not use your position to gain financial, emotional, or social benefits from a resident. Do maintain respectful, warm, professional relationships that support the resident's care plan. Boundary violations are a form of abuse - even if the resident initiated the contact. Residents are in a vulnerable position, and you are in a position of trust.",41,99,On target (45-75s),Neutral instructional tone; no PHI; planning transcript only (no audio authorized).,CNA-Recert-Course/Content/theory/modules/24_THEORY_MODULE_02_RESIDENT_RIGHTS_ABUSE_PREVENTION_FULL.md#Screen 2.5.2,None identified,Compliance/legal/CDPH review required before production.,draft
